"","workerID","congruent","incongruent","stroop_difference"
"65","ZE89A2A",618.016666666667,790.575,172.558333333333
"66","4O0KA2A",764.661016949153,952.638888888889,187.977871939736
"67","32NOA2B",665.233333333333,763.282051282051,98.0487179487179
"68","8AC7A2B",910.783333333333,1178.02631578947,267.24298245614
"69","4TIWA2C",665.423728813559,806.225,140.801271186441
"70","44HUA2C",1000.4,1196.30769230769,195.907692307692
"71","XZRNA2F",952.1,1075.84615384615,123.746153846154
"72","7VH4A2F",718.666666666667,962.775,244.108333333333
"73","HIE0A2F",778.85,1115.08108108108,336.231081081081
"74","LOV1A2G",554.6,834.55,279.95
"75","371YA2H",634.525423728814,780.7,146.174576271187
"76","GEM7A2I",904.637931034483,1046.55555555556,141.917624521073
"77","3IRMA2I",865.983050847458,999.783783783784,133.800732936326
"78","QTMFA2I",762.766666666667,1011.17948717949,248.412820512821
"79","M5UNA2J",661.583333333333,808.875,147.291666666667
"80","M0OZA2J",1337.84210526316,1408.41176470588,70.5696594427245
"81","EDP6A2L",727.610169491525,1034.02631578947,306.416146297948
"82","SRG9A2M",702.35,976.153846153846,273.803846153846
"83","QJA0A2M",661.083333333333,804.05,142.966666666667
"84","MYGFA2N",829.083333333333,1049.55263157895,220.469298245614
"85","5ZEFA2O",657.133333333333,786.425,129.291666666667
"86","KG6YA2O",691.666666666667,736.783783783784,45.1171171171171
"87","LP5IA2O",1021.56896551724,1164.57894736842,143.00998185118
"88","JYUOA2O",1019.52542372881,1195.42105263158,175.895628902765
"89","AHFYA2O",784.466666666667,1103.86842105263,319.401754385965
"90","IWFPA2P",884.068965517241,1028.10810810811,144.039142590867
"91","TQJMA2P",995.890909090909,1053,57.1090909090909
"92","HHVVA2Q",774.783333333333,926.25,151.466666666667
"93","TY00A2R",1227.83333333333,1384.06060606061,156.227272727273
"94","9THBA2R",895.733333333333,1151,255.266666666667
"95","EHDVA2R",947.616666666667,1084.725,137.108333333333
"96","L4VZA2S",1043.13559322034,1100.11111111111,56.9755178907722
"97","WIJYA2T",843.6,1131.4358974359,287.835897435897
"98","47LCA2T",772,931.222222222222,159.222222222222
"99","GY81A2T",1032.20338983051,1145.875,113.671610169491
"100","6LX9A2U",713.366666666667,878.230769230769,164.864102564103
"101","5R3HA2U",745.155172413793,861.6,116.444827586207
"102","VWMZA2W",746.344827586207,973.210526315789,226.865698729583
"103","MBLKA2W",773.416666666667,931.815789473684,158.399122807018
"104","ZNYBA2X",812.5,1115.2972972973,302.797297297297
"105","8663A2Y",972.366666666667,1069.275,96.9083333333334
"106","5AMCA2Z",769.525423728814,912.275,142.749576271186
"107","D89AA30",835.4,962.358974358974,126.958974358974
"108","UOZOA32",795.898305084746,983.1,187.201694915254
"109","3HDFA32",854.766666666667,1101.42105263158,246.654385964912
"110","QZTSA32",620.457627118644,786.026315789474,165.56868867083
"111","B81SA32",888.303571428571,1055.47222222222,167.168650793651
"112","8FJKA34",739.431034482759,1000.86111111111,261.430076628352
"113","X5VKA34",759.448275862069,926.333333333333,166.885057471264
"114","5DRXA35",979.305084745763,1116.77142857143,137.466343825666
"115","4LVZA35",1014.26666666667,1375.81578947368,361.549122807018
"116","1IT2A37",703.271186440678,856.314285714286,153.043099273608
"117","A295A38",660.810344827586,741.757575757576,80.9472309299896
"118","CY3MA39",958.416666666667,1145.625,187.208333333333
"119","3P4RA39",1269.1,1467.58974358974,198.489743589744
"120","C0PDA3A",799.627118644068,931.648648648649,132.021530004581
"121","58UUA3B",609.344827586207,804.878787878788,195.533960292581
"122","38G9A3C",737.6,992.725,255.125
"123","L67NA3C",879.068965517241,1013.75,134.681034482759
"124","FYFYA3D",782.516666666667,887.425,104.908333333333
"125","N4G1A3E",748.983333333333,970.3,221.316666666667
"126","5WKVA3E",1033.1186440678,1266.08108108108,232.962437013284
"127","8YJAA3F",920.033333333333,1056.5641025641,136.530769230769
"128","BSGMA3G",697.15,1005.05263157895,307.902631578947
"129","5JKHA3J",976.466666666667,1119.525,143.058333333333
"130","1ZD7A3L",707.610169491525,869.871794871795,162.261625380269
"131","5TXUA3N",1021.96666666667,1266.95,244.983333333333
"132","JS4HA3O",818.633333333333,962.205128205128,143.571794871795
"133","A4C6A3P",753.033898305085,1000.11111111111,247.077212806026
"134","SNWXA3R",902.218181818182,994.388888888889,92.1707070707071
"135","QPW3A3S",843.25,1121.44736842105,278.197368421053
"136","TCR3A3U",865.95,1044.94736842105,178.997368421053
"137","DO9CA3U",793.48275862069,957.921052631579,164.438294010889
"138","7R0NA55",679.533333333333,955.578947368421,276.045614035088
"139","ZV7BA5N",737.75,985.153846153846,247.403846153846
"140","I8UEA5W",813.35,1120.24242424242,306.892424242424
"141","F4KDA6J",992.245614035088,1188.18421052632,195.938596491228
"142","NNZDA75",1003.69642857143,1154.83783783784,151.141409266409
"143","BXT9A96",777.016666666667,996.205128205128,219.188461538462
"144","I9RSA98",711.216666666667,1009.72972972973,298.513063063063
"145","Y1AHACG",792.933333333333,985.3,192.366666666667
"146","FOHEACO",796.166666666667,1196.78947368421,400.622807017544
"147","ZUGXACS",651.566666666667,837.694444444444,186.127777777778
"148","RD6EAD3",646.35,932.153846153846,285.803846153846
"149","IIQFAD7",731.233333333333,884.589743589744,153.35641025641
"150","BK77ADX",958.559322033898,1191.18421052632,232.624888492418
"151","SBLBAET",594.55,806.105263157895,211.555263157895
"152","ZQWYAF2",751.9,874.875,122.975
"153","6N02AFC",825.45,1015.7,190.25
"154","H4CAAFR",735.8,887.425,151.625
"155","9Y9YAHY",768.116666666667,962.472222222222,194.355555555555
"156","YX3NAHZ",1034.96666666667,1147.95,112.983333333333
"157","YKMNAIG",691.966666666667,866.025641025641,174.058974358974
"158","01HZAJQ",733.796610169491,909.526315789474,175.729705619982
"159","ZLHFALE",588.433333333333,836.675,248.241666666667
"160","ZS8ZALT",970.491525423729,1093.42105263158,122.92952720785
"161","O3FWAMI",889.3,1219.03125,329.73125
"162","WDCRAMX",743.637931034483,923.030303030303,179.39237199582
"163","BQRZANF",674.05,888.74358974359,214.69358974359
"164","JKNOANY",1039.03448275862,1124.94444444444,85.9099616858236
"165","UXSDANZ",760.533333333333,1004.65,244.116666666667
"166","GD81AOA",727.1,960.974358974359,233.874358974359
"167","ZU0BAQ5",562.948275862069,651.564102564103,88.6158267020336
"168","846OAQY",955.85,1125.1,169.25
"169","MC86AR1",544.847457627119,633.526315789474,88.678858162355
"170","C0E6AS6",826.15,1047.75,221.6
"171","4M3PASC",914.316666666667,1237.08108108108,322.764414414414
"172","BQDEATU",726.533333333333,813.368421052632,86.8350877192983
"173","1PYQAUZ",631.916666666667,848.513513513514,216.596846846847
"174","PTCIAVP",774.534482758621,849.512820512821,74.9783377541999
"175","YCZBAVY",1194.01724137931,1302.57142857143,108.554187192118
"176","60FCAW5",616.2,711.3,95.0999999999999
"177","MGHCAX8",804.716666666667,1009.12820512821,204.411538461538
"178","YWP8AXP",799.593220338983,888.894736842105,89.3015165031222
"179","PUT1AYW",874.105263157895,990.725,116.619736842105
"180","G7R5AZZ",833.736842105263,931.514285714286,97.7774436090226
