"B1","B2","F1","F2","L1","L2","R1","R2","true_class","true_FB","true_LR","ego.tend","FB.tend","LR.tend"
1,1,0,1,1,1,1,1,"10",0.753668603696969,0.99339878600008,2.34338342371213,0.75,1
1,1,1,1,1,1,1,1,"10",0.751981886466341,1,2.46899773580829,1,1
0,0,0,0,1,1,1,1,"25",0,0.99586286501068,3.74948285812633,0,1
0,0,0,0,0,0,0,0,"21",0,0.0168151553362061,2.62710189441703,0,0
0,0,0,0,0,0,0,0,"21",0.0280691548058202,0.0423678565503879,2.63380462641953,0,0
1,1,1,1,0,1,1,1,"5",1,0.979304825227359,1.74741310315342,1,0.75
1,0,0,0,1,1,1,1,"25",0.00476054345678101,1,3.8755950679321,0.25,1
1,1,1,1,1,1,1,1,"10",0.782349575330778,1,2.47279369691635,1,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,1,1,1,1,1,1,1,"5",0.899474376127596,0.992695461091084,1.73652122965234,0.75,1
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,1,1,1,1,1,1,1,"5",0.909320658332848,1,1.73866508229161,0.75,1
0,0,0,0,1,1,1,1,"25",0.00112186639579266,1,3.75014023329947,0,1
0,0,0,0,0,0,0,0,"21",0.0661996244610263,0.0282025885579647,2.63680027662737,0,0
0,0,0,0,0,0,0,0,"22",0.0394276709546202,0.288144509855298,2.79094652260124,0,0
0,0,0,0,0,0,0,0,"21",0.0164482975648246,0,2.6270560371956,0,0
0,0,1,1,1,1,0,1,"7",0.634901823659765,0.290675832042465,1.61569720696278,0.5,0.75
1,1,1,1,1,1,1,1,"5",1,0.957089435951602,1.86963617949395,1,1
1,1,1,1,1,1,1,1,"5",0.956359342882896,0.975567763606638,1.86649088831119,1,1
0,1,1,1,1,1,1,1,"5",0.969639657279733,1,1.74620495715997,0.75,1
1,1,0,1,1,1,1,1,"10",0.769105985535963,1,2.346138248192,0.75,1
0,0,0,0,1,0,0,1,"22",0,0.201003471791947,3.02512543397399,0,0.5
1,1,1,1,1,1,1,1,"5",1,0.986235366358188,1.87327942079477,1,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
1,1,1,1,1,1,1,1,"5",1,0.962580634564304,1.87032257932054,1,1
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
1,1,1,1,1,1,1,1,"10",0.807985859580642,1,2.47599823244758,1,1
0,1,1,0,1,1,1,1,"10",0.688864607036128,1,2.21110807587952,0.5,1
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
1,1,1,1,1,0,0,0,"5",1,0.872694853096284,1.48408685663704,1,0.25
1,1,1,1,1,1,1,0,"5",0.972196851937852,0.945255181493025,1.73968150417886,1,0.75
0,0,0,0,0,0,0,0,"21",0,0.0163106099546178,2.62703882624433,0,0
0,0,0,0,0,0,0,0,"21",0.0285037403873538,0,2.62856296754842,0,0
1,0,0,0,0,0,0,0,"21",0.0288418307121371,0,2.75360522883902,0.25,0
1,1,1,1,1,1,1,1,"5",0.986650905444914,1,1.87333136318061,1,1
0,0,0,0,1,1,1,1,"25",0.041997806341175,1,3.75524972579265,0,1
1,1,1,1,1,1,1,1,"5",1,0.999183743932953,1.87489796799162,1,1
1,1,1,1,1,1,1,1,"10",0.722639868666581,0.910936802028236,2.45419708383685,1,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
1,1,1,1,1,0,1,0,"7",0.651259264075565,0.29661762921703,1.74348461166157,1,0.5
0,0,0,0,1,1,1,1,"25",0.0179984411132299,0.983833136273906,3.75022894717339,0,1
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,0,0,0,0,"21",0.038038371651196,0,2.6297547964564,0,0
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
1,1,1,1,1,1,1,1,"5",0.977159828936834,0.979754638555414,1.86961430843653,1,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
1,1,1,0,1,0,0,1,"7",0.723088818398004,0.264202107541246,1.62341136574241,0.75,0.5
1,1,1,1,1,1,1,1,"5",0.9575528237748,0.988916081166895,1.86830861311771,1,1
1,1,1,1,1,1,1,1,"5",0.951060423828268,0.94602028343433,1.86213508840782,1,1
1,1,0,1,1,1,1,1,"10",0.778378824135687,1,2.34729735301696,0.75,1
0,0,0,0,1,1,1,1,"25",0.00276024606702333,1,3.75034503075838,0,1
0,0,0,0,0,0,0,0,"21",0,0.0154842415931109,2.62693553019914,0,0
0,0,0,0,0,0,0,0,"21",0.100199548662168,0,2.63752494358277,0,0
0,0,0,0,1,1,1,1,"25",0.0027547066537804,1,3.75034433833172,0,1
0,0,0,0,1,1,1,1,"25",0.067099815314146,0.963406301653928,3.75381326462101,0,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,0,0,0,0,"21",0,0.00475651409686429,2.62559456426211,0,0
1,1,0,1,1,1,1,1,"5",0.93748936185285,1,1.74218617023161,0.75,1
0,0,0,0,1,1,1,1,"25",0.0158209893633805,0.93884950342556,3.74433381159862,0,1
0,0,1,1,1,1,1,1,"10",0.739523105030073,0.977908408745382,2.21467893922193,0.5,1
1,1,1,1,1,1,1,1,"5",0.998366413613781,1,1.87479580170172,1,1
0,0,0,0,1,1,1,0,"25",0,0.979271845284747,3.62240898066059,0,0.75
0,0,0,0,0,0,0,0,"21",0,0.0630668971900566,2.63288336214876,0,0
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
0,0,0,0,0,0,0,0,"21",0,0.0937596911934359,2.63671996139918,0,0
1,1,1,1,1,1,1,1,"5",1,0.895165754325049,1.86189571929063,1,1
0,0,0,0,1,1,1,1,"25",0.00246727844083895,1,3.7503084098051,0,1
0,0,0,0,0,0,0,0,"21",0.0180351838268463,0,2.62725439797836,0,0
1,1,0,1,1,1,1,1,"5",0.956639926970839,1,1.74457999087135,0.75,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
1,1,1,1,1,1,1,1,"5",0.902151814810177,1,1.86276897685127,1,1
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,1,1,1,1,"25",0.0783536234022355,1,3.75979420292528,0,1
0,0,0,0,0,0,0,0,"21",0.0589570663041788,0,2.63236963328802,0,0
0,0,0,0,0,0,0,0,"21",0.00996598799608284,0,2.62624574849951,0,0
0,0,0,0,0,0,0,0,"21",0,0.0723463860907286,2.63404329826134,0,0
0,0,0,0,0,0,0,0,"21",0.0470757485249253,0,2.63088446856562,0,0
1,1,1,1,1,1,1,1,"5",0.960788439767243,1,1.87009855497091,1,1
0,1,0,0,0,0,0,0,"21",0.0168287381581039,0,2.75210359226976,0.25,0
0,1,1,1,0,0,1,1,"7",0.77276735518269,0.240500027289794,1.62665842280906,0.75,0.5
0,0,0,0,0,0,1,0,"21",0.0312105390764815,0.048182900103422,2.75992417989749,0,0.25
0,0,1,0,0,0,0,0,"21",0.0365297515912273,0,2.7545662189489,0.25,0
0,0,0,0,0,0,0,0,"21",0,0.00277661761867704,2.62534707720233,0,0
0,0,0,0,1,1,1,1,"25",0,0.989306141183303,3.74866326764791,0,1
0,0,0,0,0,0,0,0,"21",0,0.0154993091648283,2.6269374136456,0,0
0,0,0,0,0,0,0,0,"22",0,0.273075496565672,2.78413443707071,0,0
0,0,0,0,0,0,0,0,"21",0,0.0204542745089962,2.62755678431362,0,0
0,0,0,0,1,1,1,1,"25",0.0494299184623628,1,3.7561787398078,0,1
1,1,1,1,1,1,1,1,"5",0.965618423352758,1,1.87070230291909,1,1
0,0,0,0,1,1,1,1,"25",0.0443425257783228,1,3.75554281572229,0,1
1,1,1,1,1,1,1,1,"5",1,0.96527954635529,1.87065994329441,1,1
1,1,0,0,1,1,1,1,"10",0.731000603792411,0.974005114586308,2.21312571479734,0.5,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
0,1,0,0,0,0,0,0,"21",0.0346739534750577,0.0269688671313448,2.7577053525758,0.25,0
0,0,0,0,0,0,0,0,"21",0.144464335136216,0,2.64305804189203,0,0
1,1,1,1,1,1,1,1,"5",0.967766207287344,0.994724993211393,1.87031140006234,1,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
1,1,1,1,1,0,1,1,"5",0.966842053201775,0.977656153466355,1.74306227583352,1,0.75
0,0,0,0,1,1,1,1,"25",0,0.999526587218475,3.74994082340231,0,1
0,0,0,0,0,1,1,0,"22",0.0340979086518222,0.267531138325746,3.0377036308722,0,0.5
1,1,1,1,1,1,1,1,"5",0.940968606575314,1,1.86762107582191,1,1
0,0,0,0,0,1,0,0,"22",0.0400203004662799,0.275657496593732,2.9144597246325,0,0.25
0,0,0,0,1,1,1,1,"25",0.0106782884514565,0.981530872998234,3.74902614518121,0,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,0,0,0,0,0,0,"21",0.0269236074408219,0,2.6283654509301,0,0
0,0,0,0,0,0,0,0,"21",0,0.0713331173972604,2.63391663967466,0,0
1,1,1,1,1,0,0,0,"7",0.746638313684152,0.208937208331444,1.61944694025195,1,0.25
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,1,1,1,1,"25",0,0.985498066488545,3.74818725831107,0,1
1,1,1,1,1,1,1,1,"5",0.994006234280189,0.981583265476611,1.8719486874696,1,1
1,1,1,1,1,1,1,1,"5",1,0.999639530416655,1.87495494130208,1,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,1,1,1,1,1,1,1,"5",0.965120407460121,0.995951473133854,1.87013398507425,1,1
0,0,0,0,0,0,0,0,"22",0,0.206177976691726,2.77577224708647,0,0
0,0,0,0,0,0,0,0,"21",0.0333888882692323,0.0402241067868673,2.63420162438201,0,0
0,0,0,0,0,0,0,0,"21",0.0306579983377595,0,2.62883224979222,0,0
0,0,0,0,0,0,1,0,"21",0,0.104535403826304,2.76306692547829,0,0.25
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,0,0,0,0,"21",0.0385230047813788,0.021960045865057,2.6325603813308,0,0
1,0,1,0,1,0,1,1,"7",0.705632418494019,0.243174872251964,1.61860091134325,0.5,0.75
1,0,1,0,0,0,0,0,"7",0.699883425569622,0.242267330367382,1.24276884449213,0.5,0
1,0,1,0,0,0,0,0,"21",0.0716820485087181,0,2.88396025606359,0.5,0
0,0,0,0,0,0,0,0,"21",0.0020292815794504,0.00936028719958269,2.62642369609738,0,0
0,0,0,0,0,0,0,0,"21",0,0.00197513856159378,2.6252468923202,0,0
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,0,0,0,0,"21",0.0428407866580833,0.00359541318297755,2.63080452498013,0,0
0,0,0,0,0,0,0,0,"21",0.029720893490622,0,2.62871511168633,0,0
0,0,0,0,1,1,1,1,"25",0,0.941497988319612,3.74268724853995,0,1
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,0,0,0,0,0,1,"21",0,0.0514851743193522,2.75643564678992,0,0.25
0,0,0,0,1,1,1,1,"25",0.0172319638288721,0.95492630651938,3.74651978379353,0,1
0,0,0,0,1,1,1,1,"25",0.0349100471434087,0.96623458867446,3.75014307947723,0,1
1,1,1,1,1,1,1,1,"5",1,0.963340466675105,1.87041755833439,1,1
1,0,0,0,1,1,1,1,"25",0.0494103167228646,1,3.88117628959036,0.25,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,1,0,1,1,1,1,1,"5",0.91516930497757,0.994471476210302,1.73870509764848,0.75,1
0,0,0,0,1,1,1,1,"25",0.0759870403060478,1,3.75949838003826,0,1
0,1,0,1,1,1,1,1,"10",0.788391388043097,0.987633333071862,2.22200309013937,0.5,1
0,0,0,0,0,0,0,0,"21",0.0837159780325403,0,2.63546449725407,0,0
0,0,0,0,0,0,0,0,"21",0,0,2.625,0,0
0,0,0,0,0,0,0,1,"22",0,0.166080908704927,2.89576011358812,0,0.25
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,0,1,0,0,0,1,"7",0.682756218456336,0.246066642123845,1.24110285757252,0.25,0.25
0,0,0,0,1,1,1,1,"25",0,0.988224565341683,3.74852807066771,0,1
1,1,1,1,1,1,1,1,"5",0.945266531106574,0.991450689034918,1.86708965251769,1,1
0,0,0,0,1,1,1,1,"25",0.0904832158361387,1,3.76131040197952,0,1
1,1,0,1,1,1,1,1,"5",0.99414192228679,1,1.74926774028585,0.75,1
1,1,1,1,1,1,1,1,"5",1,0.992314485891511,1.87403931073644,1,1
0,0,0,0,1,1,1,1,"25",0,0.940349284612716,3.74254366057659,0,1
1,1,1,1,1,1,1,1,"5",1,1,1.875,1,1
1,1,1,1,1,1,1,1,"5",0.887406939346279,1,1.86092586741828,1,1
0,0,1,0,0,0,0,0,"21",0.0107052291862335,0,2.75133815364828,0.25,0
