"B1","B2","F1","F2","L1","L2","R1","R2","true_class","true_FB","true_LR","ego.tend","FB.tend","LR.tend"
1,1,1,1,0,1,0,0,"2",0.965584736083647,0.290255975997091,1.03198008901009,1,0.25
1,0,0,1,0,0,0,0,"16",0.267030262003597,0.0431923981848686,2.28877783252356,0.5,0
0,0,0,0,0,0,0,0,"16",0.196954644320473,0,2.02461933054006,0,0
1,1,1,1,1,1,1,0,"10",0.874151721115039,0.879738580623789,2.34423628771735,1,0.75
1,1,1,1,1,1,1,1,"10",0.704449755524844,1,2.46305621944061,1,1
1,0,0,1,0,0,0,0,"16",0.287023452219471,0,2.28587793152743,0.5,0
0,0,0,0,0,1,1,1,"24",0,0.785265862310468,3.47315823278881,0,0.75
1,1,1,0,1,1,1,1,"10",0.778423034324239,0.955351992172862,2.34172187831214,0.75,1
0,0,0,1,0,0,0,0,"16",0.281925784890414,0,2.1602407231113,0.25,0
1,1,1,1,0,0,1,0,"2",0.986823298633547,0.206177945728619,1.02412515554527,1,0.25
1,0,0,1,1,1,1,1,"10",0.654066581058111,0.95736456706222,2.20142889351504,0.5,1
0,0,1,0,0,0,0,0,"16",0.16939116417735,0.0543969315794424,2.1529735119696,0.25,0
0,1,1,1,1,1,1,1,"10",0.722737925148223,0.995735161155254,2.33980913578793,0.75,1
1,1,1,0,1,1,1,1,"10",0.840494021626453,0.99425298699608,2.35434337607782,0.75,1
1,1,1,1,0,0,0,0,"2",1,0.253846486193236,0.906730810774154,1,0
0,0,0,0,1,0,1,1,"24",0.00392452597919706,0.781758534196317,3.47321038252194,0,0.75
1,1,1,1,1,1,1,1,"10",0.773951666126223,1,2.47174395826578,1,1
0,1,0,1,1,1,1,1,"10",0.678131392510303,1,2.20976642406379,0.5,1
0,1,0,0,0,0,0,0,"16",0.250120549285875,0.0692032590044302,2.16491547603629,0.25,0
1,1,1,0,1,1,1,1,"10",0.776365078423806,1,2.34704563480298,0.75,1
1,0,0,0,0,0,0,0,"16",0.262522582523081,0.028718060017912,2.16140508031762,0.25,0
0,0,0,0,0,0,0,0,"16",0.295995373795298,0,2.03699942172441,0,0
1,1,1,1,0,0,0,0,"2",1,0.176796446302791,0.897099555787849,1,0
1,1,1,1,0,0,0,0,"2",0.978752907248492,0.246260414645686,0.903126665236772,1,0
1,1,1,1,1,1,1,1,"10",0.682194830042045,1,2.46027435375526,1,1
0,0,0,0,0,1,0,1,"24",0.076928253738438,0.735834197313722,3.35159530638152,0,0.5
0,0,0,0,1,1,1,1,"24",0,0.750857089495425,3.59385713618693,0,1
1,1,0,0,1,1,1,1,"10",0.73013906631217,1,2.21626738328902,0.5,1
1,0,0,0,0,0,0,0,"16",0.298028962933953,0,2.16225362036674,0.25,0
1,1,1,1,1,1,1,1,"10",0.807163263730646,0.944378993331935,2.46894278213282,1,1
0,0,0,0,1,0,0,1,"24",0.0233857131105933,0.753888207875791,3.3471592401233,0,0.5
1,1,1,1,0,1,0,0,"2",0.940169953103075,0.201847060025458,1.01775212664107,1,0.25
0,0,1,1,0,0,0,0,"16",0.283026770846206,0.0309352458019356,2.28924525208102,0.5,0
1,1,1,1,1,1,1,1,"10",0.679995504268976,1,2.45999943803362,1,1
1,1,1,1,1,0,0,0,"2",1,0.168002359498665,1.02100029493733,1,0.25
0,0,0,0,1,0,1,0,"24",0,0.719849092177515,3.33998113652219,0,0.5
0,0,0,0,0,0,0,0,"16",0.254067424580696,0,2.03175842807259,0,0
1,1,1,1,0,1,1,1,"10",0.720752509326745,0.945709469989493,2.33330774741453,1,0.75
0,1,1,1,1,1,1,1,"10",0.753096681768189,0.942480132467076,2.33694710177941,0.75,1
1,1,1,1,0,0,1,0,"2",0.901465181566458,0.225907005549038,1.01592152338944,1,0.25
1,1,1,1,1,1,1,1,"10",0.786208413086099,1,2.47327605163576,1,1
0,0,0,0,1,1,1,1,"24",0.0259606215303274,0.824731085939898,3.60633646343378,0,1
1,1,1,1,1,0,0,1,"2",0.960248920190654,0.247132272388301,1.15092264907237,1,0.5
1,1,1,1,0,0,1,0,"2",1,0.213971587956144,1.02674644849452,1,0.25
0,1,0,0,0,0,0,0,"16",0.288230116009216,0,2.16102876450115,0.25,0
1,1,1,1,1,0,0,0,"2",1,0.250161229547099,1.03127015369339,1,0.25
1,1,1,1,0,0,0,1,"2",0.933523311508872,0.29822064457279,1.02896799451021,1,0.25
1,1,0,0,1,1,1,1,"10",0.764217442946369,1,2.2205271803683,0.5,1
0,0,0,0,1,0,0,1,"24",0.0624288792318503,0.757060265765673,3.35243614312469,0,0.5
1,1,1,0,1,1,1,1,"10",0.772831215353061,0.995749553394264,2.34607259609342,0.75,1
1,1,1,1,1,1,0,0,"2",0.950433637128715,0.290189204247643,1.15507785517204,1,0.5
1,1,1,1,0,0,0,0,"2",1,0.309271377273352,0.913658922159169,1,0
0,0,0,0,0,1,0,1,"24",0,0.673134569347356,3.33414182116842,0,0.5
0,0,0,0,0,0,0,0,"16",0.255591489493225,0,2.03194893618665,0,0
1,1,1,0,0,1,1,1,"10",0.726560938930912,0.97292705151605,2.21243599880587,0.75,0.75
1,1,1,1,1,1,1,1,"10",0.756879142028858,0.945988192921633,2.46285841686881,1,1
0,0,0,0,0,1,0,1,"24",0,0.821859941538534,3.35273249269232,0,0.5
1,1,1,1,0,1,0,0,"2",1,0.269374763963539,1.03367184549544,1,0.25
1,1,1,0,1,1,1,1,"10",0.788812569590178,1,2.34860157119877,0.75,1
1,1,1,1,0,0,0,1,"2",0.948363182007233,0.265459578318967,1.02672784504078,1,0.25
1,1,1,1,0,0,1,0,"2",0.988799814225007,0.188134005055146,1.02211672741002,1,0.25
1,1,1,1,0,0,0,0,"2",1,0.213043059118541,0.901630382389818,1,0
1,1,1,1,0,0,0,0,"2",0.925056864384173,0.273546816929813,0.899825460164248,1,0
0,0,0,0,1,0,1,1,"24",0.00214537652618546,0.731626647670734,3.46672150302462,0,0.75
0,0,0,0,1,1,0,0,"24",0,0.604456572251164,3.3255570715314,0,0.5
0,0,0,0,0,0,0,0,"16",0.182080429583812,3.99992575271232e-06,2.0227605536887,0,0
1,1,1,1,0,0,0,0,"2",0.915699067327558,0.140141186469079,0.88198003172458,1,0
1,0,0,1,0,0,0,0,"16",0.304793228118157,0,2.28809915351477,0.5,0
1,1,1,1,0,0,0,0,"2",1,0.281178933101904,0.910147366637738,1,0
0,0,0,0,0,1,1,1,"24",0.107923675809788,0.791574739555797,3.4874373019207,0,0.75
0,0,0,0,0,0,0,0,"16",0.227533014962846,0.0274055645383571,2.03186732243765,0,0
1,1,1,1,0,0,0,1,"2",0.950524743529254,0.216435369704111,1.02087001415417,1,0.25
1,1,1,1,1,0,0,0,"2",0.969498489305147,0.21094580814451,1.02255553718121,1,0.25
1,0,0,0,0,0,0,0,"16",0.227986291841185,0.0480833039218048,2.15950869947037,0.25,0
0,0,0,0,0,0,0,0,"16",0.278952390173952,0,2.03486904877174,0,0
0,0,0,0,1,1,1,1,"24",0,0.78696229089464,3.59837028636183,0,1
1,1,1,1,1,0,0,0,"2",1,0.32325909531107,1.04040738691388,1,0.25
0,1,1,1,1,0,1,1,"10",0.700928747443709,0.978431986704216,2.20992009176849,0.75,0.75
1,1,1,1,1,1,1,1,"10",0.804670671120814,0.971680305775939,2.47204387211209,1,1
1,1,1,1,0,0,0,0,"2",1,0.259026778520244,0.907378347315031,1,0
0,0,0,0,1,1,1,1,"24",0.0172151590896716,0.685066172103407,3.58778516639913,0,1
1,1,1,1,1,1,1,1,"10",0.823115306897628,1,2.4778894133622,1,1
1,1,1,1,0,0,0,0,"2",1,0.240630003137782,0.905078750392223,1,0
1,1,1,1,1,1,1,1,"10",0.706921330366133,1,2.46336516629577,1,1
1,1,1,1,0,0,0,0,"2",0.988750307210967,0.28922599967911,0.90974703836126,1,0
0,0,0,0,0,0,0,0,"16",0.190554514203465,0,2.02381931427543,0,0
1,1,1,1,1,1,1,1,"10",0.80779977346953,1,2.47597497168369,1,1
0,1,0,1,0,0,0,0,"16",0.194316097163137,0,2.27428951214539,0.5,0
0,0,0,0,1,0,1,1,"24",0.0460235209666895,0.773927509720268,3.47749387883587,0,0.75
0,0,0,0,1,1,0,0,"24",0.0738345508540081,0.670459729758623,3.34303678507658,0,0.5
1,0,1,0,0,0,0,0,"16",0.269273056092454,0,2.28365913201156,0.5,0
0,0,0,0,0,1,1,1,"24",0.0118067649362823,0.798755938739721,3.4763203379595,0,0.75
0,0,0,0,0,0,1,1,"24",0,0.611409536359962,3.326426192045,0,0.5
1,0,1,0,1,1,1,0,"10",0.721711236006712,0.915833180112749,2.07969305201493,0.5,0.75
0,1,1,1,1,1,1,1,"10",0.811979445445764,1,2.35149743068072,0.75,1
0,0,0,0,0,1,1,1,"24",0.0604380932317828,0.759482870369451,3.47749012045015,0,0.75
0,1,1,1,1,1,0,1,"10",0.826286434051851,0.942468244576021,2.22109433482848,0.75,0.75
1,1,1,1,1,1,1,1,"10",0.751468074236973,0.910036576613696,2.45768808135633,1,1
1,1,1,1,1,1,1,1,"10",0.742756410619251,0.90973650376062,2.45656161429748,1,1
0,0,1,0,0,0,0,0,"16",0.259534014365718,0.0111417480468416,2.15883447030157,0.25,0
1,0,0,0,0,0,0,1,"16",0.311566971283309,0.072041899022485,2.29795110878822,0.25,0.25
0,0,0,0,1,1,1,0,"24",0.00746819316054747,0.714283548819036,3.46521896774745,0,0.75
0,1,1,0,0,0,0,0,"16",0.240449463364107,0.0128762074394085,2.28166570885044,0.5,0
1,1,1,1,0,0,0,0,"2",1,0.240406968084386,0.905050871010548,1,0
1,0,0,1,1,1,1,1,"10",0.749574968195296,1,2.21869687102441,0.5,1
1,1,1,1,0,0,0,0,"2",1,0.254844759611084,0.906855594951386,1,0
0,0,0,0,1,1,1,0,"24",0.000175195562666701,0.688530548008592,3.46108821794641,0,0.75
0,0,1,0,1,0,1,1,"24",0.0263455373929579,0.778247862921791,3.60057417503934,0.25,0.75
1,1,1,1,1,0,0,1,"2",0.969666357535933,0.165808584288541,1.14193436772806,1,0.5
1,1,1,1,0,0,0,0,"2",1,0.245789705063045,0.905723713132881,1,0
1,0,1,1,1,1,1,1,"10",0.766551565018139,0.950353442700124,2.33961312596478,0.75,1
0,1,0,0,0,0,0,0,"16",0.237969246703906,0,2.15474615583799,0.25,0
0,1,1,1,1,1,1,1,"10",0.832775913005431,1,2.35409698912568,0.75,1
1,1,1,1,1,1,1,1,"10",0.680814209732654,0.994136436591765,2.45936883079055,1,1
0,0,0,0,1,0,0,1,"24",0.00281945352495431,0.658209278525787,3.33262859150634,0,0.5
0,0,0,0,0,1,1,0,"24",0,0.709864975613643,3.33873312195171,0,0.5
1,1,1,1,0,0,0,0,"2",0.877822496938783,0.217305434162828,0.886890991387701,1,0
0,0,0,0,1,1,1,1,"24",0,0.75154951038159,3.5939436887977,0,1
0,0,0,0,1,1,1,1,"24",0,0.685287066939146,3.58566088336739,0,1
1,1,1,1,0,1,0,0,"2",0.964522689516346,0.33905752673364,1.03794752703125,1,0.25
1,1,1,1,1,0,0,1,"2",1,0.197227232170013,1.14965340402125,1,0.5
0,0,0,0,0,1,1,1,"24",0.0419092634541323,0.810778471808746,3.48158596690786,0,0.75
0,0,0,0,0,1,1,1,"24",0,0.747674855777272,3.46845935697216,0,0.75
0,0,1,1,1,1,1,1,"10",0.817917301352157,0.987448772159716,2.22567075918898,0.5,1
0,0,0,0,1,1,1,1,"24",0.00158853878371504,0.747138515247058,3.59359088175385,0,1
0,1,0,0,0,0,0,0,"16",0.256571600965289,0,2.15707145012066,0.25,0
1,1,0,1,0,0,0,1,"2",0.915618397745758,0.256878000110516,0.896562049732034,0.75,0.25
1,1,1,1,1,1,1,1,"10",0.810317542887165,1,2.4762896928609,1,1
0,0,0,0,0,0,0,0,"16",0.225171746263193,0.00575960324304271,2.02886641868828,0,0
1,0,0,1,0,0,0,0,"16",0.23227165854363,0.00740585138431869,2.27995968874099,0.5,0
1,1,1,1,1,1,1,1,"10",0.749658418158696,0.914391402035463,2.45800622752427,1,1
0,1,0,0,0,0,0,0,"16",0.249008516578586,0,2.15612606457232,0.25,0
0,1,0,0,1,0,0,0,"16",0.211606812415554,0.0255793003295281,2.27964826409314,0.25,0.25
0,0,1,0,0,0,0,0,"16",0.276134337920338,0.077355395011902,2.16918621661653,0.25,0
0,0,0,0,0,0,1,1,"24",0,0.772964150556954,3.34662051881962,0,0.5
1,0,0,0,0,0,0,0,"16",0.254502534452013,0.0440347916683759,2.16231716576505,0.25,0
1,1,1,1,0,0,0,0,"2",0.94338632702477,0.275900896629601,0.902410902956796,1,0
0,0,0,1,0,0,0,0,"16",0.391504747781843,0,2.17393809347273,0.25,0
0,0,0,0,1,1,1,0,"24",0.065679519808631,0.796726299958131,3.48280072747085,0,0.75
1,0,1,1,1,1,1,1,"10",0.635137601561766,0.918827356825085,2.31924561979836,0.75,1
0,0,0,0,1,0,1,0,"24",0,0.758232197946024,3.34477902474325,0,0.5
0,0,0,0,1,1,1,1,"24",0.0423868222268966,0.772986711370889,3.60192169169972,0,1
0,0,0,0,1,1,1,1,"24",0,0.758831545168128,3.59485394314602,0,1
1,1,1,1,0,1,1,0,"2",0.897338115960396,0.296117184043354,1.14918191250047,1,0.5
1,0,1,0,1,1,1,1,"10",0.765799344608816,0.981205496304915,2.21837560511422,0.5,1
0,0,1,1,0,0,0,0,"16",0.233850125345616,0,2.2792312656682,0.5,0
1,1,1,1,0,1,1,1,"2",1,0.322762157841226,1.29034526973015,1,0.75
0,0,0,0,0,0,0,0,"16",0.25660768725185,0,2.03207596090648,0,0
0,0,0,0,1,1,1,1,"10",0.666168612064382,1,1.95827107650805,0,1
1,1,1,1,1,1,0,0,"2",0.989884553112816,0.261737825466863,1.15645279732246,1,0.5
0,0,1,0,1,1,1,1,"10",0.688837141350965,0.985092466065753,2.08424120092709,0.25,1
