,workerID,perspective,targetObj,targetPos,respObjPos,utteranceOffsetTime,respDropTime,respTime,gender,age,acc,total,accuracy.prop,own.cod,other.cod,meanRespTime,sdRespTime,upper,byPptMeanRespTime,logRespTime,responderType,aq_score_subset,opt_score_total,opt_n,opt_score,congruent,incongruent,stroop_difference,aq_score_subset_centred,aq_score_subset_centred_scaled,opt_score_centred,opt_score_centred_scaled,stroop_difference_centred,stroop_difference_centred_scaled,perspective_cod
10,QJA0A2M,same,cheese,R,R,1638806189655,1639009544362,759,male,40,44,44,0.9970269242850865,0,1,1633.6571585272388,1462.8993891257296,6022.351794203645,1564.5402011500096,6.987512420138241,egocentric,50,425,12,11.724005830453446,846.1123467113925,940.7032872032537,142.70159812907735,2.680962255318869,0.29073440458044936,-52.975553597503094,-0.21277535761666888,182.5401773296505,2.9427635790029996,0.48172144714709725
11,VWMZA2W,different,coconut,B,R,1638915645784,1639519055251,1665,female,39,43,44,0.9978809344299191,1,0,1633.6587964122743,1462.8981108449527,6022.349790138836,1094.7803623188586,7.870883436178165,othercentric,40,1490,12,95.75528043125212,876.515604070712,956.8755012609726,130.41801393076156,-5.840633174432545,0.1698861465805383,36.26900707023509,-0.3803165717772872,-76.44494230133384,0.015382562472664452,0.5047348120594624
12,TCR3A3U,different,clock,L,R,1639074483631,1638925518512,1663,female,57,43,44,1.0009598125876136,1,0,1633.6566914027214,1462.8980565182771,6022.348774122236,1637.6647792537472,7.904291429570576,egocentric,55,1445,12,123.61734558582945,920.4232397841074,817.2345641709456,152.77035143959068,-10.33235228274418,-0.03796986784284766,62.27283662962715,0.4443144529796081,-66.78932954263625,-0.9912370180039923,-0.4499199090784369
13,NU4LA1D,different,stapler,L,R,1638872854612,1639189974702,231,female,31,43,44,0.9993680072628253,1,0,1633.6559938876262,1462.897187061941,6022.351526907393,4345.757812137103,8.891708745627913,egocentric,22,1310,12,85.04066668916568,1436.3758675513575,1111.1861376234153,171.41188168812698,-17.745327149751205,0.1243711180508722,22.77266529907092,0.6165079439237692,71.2786859369983,0.4344400042288817,-0.48508321742957217
14,9DTAA1F,different,crab,B,B,1639119767631,1639115324047,376,female,61,44,44,0.9758440365118926,1,0,1633.6565291192755,1462.897284616159,6022.350199959853,2646.218052654819,8.64511107828572,othercentric,44,1307,12,91.21696393626925,1087.5578113568693,1141.5300811287896,310.7354724481022,7.621776692967128,0.002907941027278607,-13.809397948982811,0.34744296143505377,29.800291406424535,-0.17657085690652455,-0.5004888202211648
15,I0XUA16,different,shoe,R,L,1638813741233,1639021919908,568,male,38,36,44,0.9713373200336716,1,0,1633.6558860995783,1462.8964105336267,6022.351460976047,1104.7965261939964,7.78759678880904,egocentric,45,492,12,23.99830940433582,733.8138248941276,978.3843763097796,129.48163280149518,-3.295596110132014,-0.08469983052708774,64.08183572296521,0.49404625175748523,-32.692803217116776,0.8025084914175463,-0.548228515406572
16,ZUGXACS,same,shoe,R,L,1639444925402,1639111487830,834,male,40,43,44,0.97318117299526,1,0,1633.6568600715318,1462.896579039325,6022.348852410685,2109.732050609342,7.5837447648314305,mixed,39,71,12,89.50553188042542,974.1967430257907,1062.6185147756867,143.28660776712022,2.98121601760321,-0.020288780797783235,-60.54166193416428,-0.5756842831478748,211.9936769510633,-0.4882134440832153,-0.4958690342660496
17,E5KZA1Y,same,mushroom,R,B,1638950931393,1639619266574,756,female,34,37,44,0.9726596270242109,1,0,1633.6573368713016,1462.8976165653771,6022.348066581902,1330.6434670871222,8.614199091417225,mixed,40,1284,12,115.45194036251903,1064.480170810986,900.3703760050868,72.83671530113992,-7.594316522703629,0.045967429473754984,47.18379218581572,0.08977443245059247,-22.469487666906367,-0.01014251211702022,-0.4821673174105185
18,WDODA1V,same,shoe,R,L,1638879166303,1638876504439,683,female,42,44,44,0.9814535954966352,1,0,1633.654974524945,1462.8975177280718,6022.349012040819,3895.7773652419637,6.301064424315002,egocentric,48,1431,12,121.47544580744616,890.5010253746099,1120.1654655853135,28.908255988494375,6.038913581323891,-0.08935868747115433,77.73478808638635,0.4598514271878013,-118.40082257856847,-0.42321504683505684,-0.5258575892453169
19,5ZEFA2O,same,potato,B,L,1639097711491,1639114426753,695,female,38,43,44,0.998988855890623,1,0,1633.6580630024453,1462.8976006803127,6022.352196513201,1851.7089819171958,9.01298193678834,othercentric,41,565,12,12.711029454315476,891.8846207574063,799.4847482233818,97.61629230851035,15.243605583954535,0.19083101422283974,-64.49484481421914,-0.6317606013734631,171.36175980227983,0.8206375392814991,-0.47451722863639084
20,346BA1T,same,vase,L,L,1639490090001,1639498682250,899,female,51,39,44,0.9781520432797611,1,0,1633.6587443686424,1462.899329206877,6022.349188292656,1272.7079576609258,8.245809117481492,mixed,34,1515,12,117.34084996358831,880.9051584252254,853.4238275213679,141.0384823518448,-22.489904820403154,0.09067490850653462,57.20274952814901,0.4685289497609458,-5.1850162946289196,-0.09523064631069361,-0.5196328730383203
21,KF43A2A,different,potato,B,R,1639469875255,1639454297560,1746,male,70,42,44,0.9787788655135975,1,0,1633.6558669123538,1462.8994198610692,6022.351098664785,1654.8934270151053,9.027627612424775,mixed,52,368,12,78.12256757780169,930.8690484433503,1119.3919851588744,133.78414608785576,-5.010716563681058,0.047884205393845816,-8.333062305201318,-0.35959480810632605,-118.080043354515,1.0093235853204106,-0.4681915256656633
22,K8Q0A1T,different,plant,R,L,1639006440413,1639031939078,1319,male,31,44,44,0.999677422645777,0,1,1633.6569329023519,1462.8976225409515,6022.348920965893,1349.560327509715,6.66301719017565,othercentric,39,153,12,8.493188566003372,667.7947620359005,920.4676244461738,30.80618073380718,13.322983680055623,0.230070585901466,-41.562041281121445,-0.5045651662146773,138.27502739037368,1.0463677248428822,0.4863889060799136
23,JJY6A1X,same,vase,B,F,1639595289692,1639441788237,1820,female,30,42,44,0.9533314477037421,1,0,1633.6543115866266,1462.8995280354052,6022.350855579848,1636.7150699228343,8.686214166956763,mixed,41,1025,12,107.5125926899452,971.5625658710059,1156.9260363945173,189.28697857512017,-33.20719809447192,-0.10200753674286196,79.97273358074042,0.69643491274838,-116.12028083518115,0.7336696194244297,0.48777934199421014
24,58UUA3B,same,shoe,R,B,1638929576525,1639200940432,1407,male,35,44,44,0.9982519656559004,1,0,1633.6553872287584,1462.8966630976595,6022.350512577837,690.1976326165702,7.603672020132748,othercentric,75,15,12,-12.388751150623255,863.9854204788741,986.8575111430504,127.86474974776242,-4.780500473997106,0.1814177956203479,-68.46890120918894,-0.5248724292995535,-47.75316056350779,-1.2744097193744621,-0.4828377133984382
25,XZRNA2F,same,stapler,L,L,1639084814224,1638957502731,638,female,52,42,44,0.9997250568133055,1,0,1633.6540991342067,1462.896498384401,6022.350989128802,1352.659889070098,7.531262178606602,mixed,34,230,12,-6.556399738367688,740.7270340546065,1021.7370720578614,207.29232097193213,-11.035890582293623,0.19163491444025166,33.89386264347757,0.5835615131925933,25.283009968919995,-1.2310031621159583,-0.524605086965364
26,0Q8BA1Z,same,glove,R,B,1639095072661,1639018884854,2318,female,32,44,44,0.9976446125433935,1,0,1633.6560647859487,1462.8975187952801,6022.349303498244,2083.4190968656435,7.704077774601712,othercentric,57,130,11,16.350027445162635,821.2222725804033,1040.5644458492443,82.11074491189258,9.1554290260389,0.19389683078679126,-38.390603758966414,-0.3545715725372769,-79.35995696925255,0.42694435886101845,-0.5192970891897201
27,JS4HA3O,same,shoe,L,L,1638911609354,1638913839634,280,male,54,44,44,0.9969573398064692,1,0,1633.6564130907107,1462.897344838345,6022.351592292501,2360.482493097361,7.980873396122762,othercentric,53,922,12,74.19460750800401,919.9777213462198,1051.3626846969726,134.62168057898975,-11.780270127308423,0.08234197362966532,50.72722856579459,0.00405942656010172,19.355413022082416,0.31592674581163205,-0.552618256391884
28,HHVVA2Q,same,plant,L,L,1638934455392,1639097343747,724,male,46,44,44,0.9998967477382439,1,0,1633.6567696284062,1462.8975890203697,6022.351096829054,868.8940729127858,7.355316931080638,egocentric,64,417,12,34.576130875835176,801.4532338168153,806.9932380837412,208.29750123200654,10.355505137581208,-0.12955949491879687,35.046293721979865,0.30802443782577527,145.71667781262457,0.43186308176089544,-0.524273512300152
29,FOHEACO,same,clock,L,B,1638575915260,1639567752606,1083,male,21,44,43,0.9760248666873682,1,0,1633.6550430833706,1462.8975258155067,6022.35159312336,1477.099598075535,6.931923316403547,egocentric,52,1436,12,42.424405011644986,935.1035699991162,602.7698341651026,114.1905250724357,-28.879368229050687,0.10549591273356576,47.17229280444916,0.5783287107162716,-41.9945927184944,0.9416213408232906,-0.5236309289904277
30,SRG9A2M,same,vase,L,L,1639413140581,1639539087344,939,male,38,42,44,1.0014524433209078,1,0,1633.6558846106236,1462.8967876044317,6022.350201685574,1393.6028375476965,6.901830750400352,mixed,40,1235,12,101.12715538895152,911.4026255469103,989.254915304334,124.87964590417046,-20.072467932175584,0.04637559956233007,42.971139987716356,0.6285443851061627,-28.24537220705706,-0.32167605072126465,-0.5022551500977788
31,I0XUA16,same,glove,L,F,1638777046319,1639192811909,1214,female,34,40,44,0.9553325652420059,1,1,1633.6572928882276,1462.8987662414563,6022.3512880970175,1397.452084244939,7.6439182003822355,egocentric,49,1299,10,87.31986459826328,1280.9511741596962,974.1017423705913,162.63696968655478,-4.70831820856888,0.0541424860262364,25.48903457098779,0.6402160156042951,-60.90683966333937,0.39817084666143104,-0.5435588334521132
32,371YA2H,same,plant,F,F,1639111443962,1639511703923,3151,other,69,44,44,0.9783736670974054,1,0,1633.6558734669727,1462.8964025650819,6022.350293068839,4400.319109144565,8.084675720220158,mixed,42,465,12,99.41730570630297,1203.6107186281608,1195.6818474375812,172.797979726905,-11.715953712545476,0.09846068140491321,16.423407682667335,0.5105096600754062,2.020866369800025,0.6245457907702703,-0.5027430313416972
33,0E3JA19,different,mushroom,L,F,1638916480680,1639022620626,677,male,28,42,44,0.9983266745062945,1,1,1633.658078523212,1462.8985358467592,6022.3505671537205,1526.2070677288677,7.099063759677981,othercentric,25,943,12,90.3104021431379,1007.1368307270882,1460.2570350284784,185.5056294002204,6.553967429079215,0.0638173256654053,-0.3094367499537931,-0.4571710733216865,-170.43693947022444,-0.9989034589164907,0.5037572491311441
34,VE4VA25,same,shoe,B,B,1639409966041,1639573193228,520,female,57,44,44,0.9768415276517924,1,0,1633.6554408382808,1462.897762031698,6022.352432185807,1193.4134428929553,7.375378671144689,egocentric,29,1532,12,75.55707025003423,987.9674545410602,1234.0312564159703,254.56775236377493,-11.308937239580768,0.08434331766268538,12.251825421811155,0.502663738856605,-65.05252818389572,-0.18094671780762758,-0.5099588319574151
35,ZLHFALE,different,clock,B,B,1639201081816,1638833811724,370,male,30,44,44,0.9969610703505248,1,1,1633.6570760332754,1462.8972889026322,6022.351995749419,1374.8506177302284,6.93436485230632,mixed,53,294,12,71.57613749477592,868.0001862161799,1304.500232716493,139.5219934821848,-12.248737265851958,-0.17500240549949964,70.18151731739334,0.6214473118866148,150.0054799554568,0.0842864103900709,0.525776901586253
36,EHDVA2R,different,lemon,B,B,1639207576266,1638933799315,1122,male,39,38,44,0.9961297300170302,1,0,1633.6571056855844,1462.8973161898066,6022.352761108278,2793.5262910545575,6.881950587501702,mixed,35,857,12,17.59336071221649,918.6791587316771,811.2879311651653,148.8182182402292,-0.7380048181035168,-0.08844035642121062,5.390470251504631,0.34885813751493655,17.5434988202353,0.1622332035609627,-0.4918344992268053
37,ZNYBA2X,same,plant,F,L,1639533714945,1639091181701,807,male,35,44,44,0.9735530145322142,1,0,1633.6580725304445,1462.8971055065522,6022.348791508412,3975.3899162764783,6.628499551194118,mixed,45,1288,12,-5.044735961790636,723.7665447056576,998.2274728564988,292.83502934021493,-18.856056267173745,-0.030198530833966446,27.676618789305717,-0.03501641151529761,-53.63981633151919,-0.3310277670774379,-0.48583925359277447
38,7R0NA55,different,shoe,F,B,1639169187244,1638850685649,51,male,20,44,44,0.9967230021922259,1,0,1633.6574679536104,1462.8976660800506,6022.352056908184,1889.585942435784,7.961050030128347,egocentric,51,742,12,-2.832662903919621,875.9203027700989,1016.896073649475,182.11892238594743,-5.076193503247995,0.10292474197541757,-72.14584712340977,-0.6868061785776007,176.27415111147255,2.0952579254847716,-0.5355389375313743
39,TQJMA2P,same,shoe,L,L,1639119708484,1638967973654,3207,male,34,42,44,0.8544643884517995,1,0,1633.6549459068592,1462.897326811593,6022.350514391788,1611.7587132599149,6.998979466118859,mixed,33,1270,12,36.96384631242096,1149.42888156367,1078.8882505983015,217.6735231980992,2.7248428693189055,-0.07669274361440441,44.045885577204324,-0.1607287570460762,-96.20090277365298,-0.10174698147612049,-0.4630472420260124
40,EHDVA2R,same,cheese,R,R,1639002523692,1639217068233,1651,female,44,43,44,1.0008123105455586,1,0,1633.656552294773,1462.8974563544114,6022.353158204556,1226.965290947744,8.196020030490772,egocentric,51,1297,12,21.5206475883505,650.1091393931856,1026.8370263034844,219.05164808344713,-0.8825651034334242,-0.21159587559596538,45.670670130579076,-0.4552319357895636,92.48007802851214,0.37402755999562126,-0.5377899962493771
41,8YJAA3F,different,plant,F,B,1638912345530,1639187094879,2281,male,25,42,44,0.9970727739088524,1,1,1633.6570854125878,1462.8972784227387,6022.351621361415,3620.018498927673,7.672137416642059,mixed,45,1327,10,63.76819763706878,932.0611642608466,1388.2591168136705,65.6019950435791,-21.81199747356225,0.16876435071711055,71.50065770997483,0.6797968997975778,61.23340280131805,1.4274914540261596,-0.49469909106352633
42,44HUA2C,same,glove,R,B,1638935331217,1639106175403,139,female,25,44,44,0.8817639803886413,1,1,1633.657453782587,1462.8976245237018,6022.351156599905,1003.3551075575597,7.706190445555474,mixed,36,1039,12,122.59682410047525,935.0937178786467,1027.3166814565025,198.19902473443304,-10.961491426101263,0.005171479357925224,46.530658410254645,0.35961139058568803,-81.67887182761747,0.5744837414904781,0.5033208874173218
43,1ZD7A3L,same,clock,R,R,1639170483151,1638972048955,166,male,37,44,44,0.9981555644086284,1,0,1633.656634576529,1462.898212279787,6022.349050847323,1113.0399987557755,7.010695768671381,egocentric,18,388,12,68.10635671882154,769.3798583147034,1053.4780746301503,114.08391065564314,9.952397713741718,0.0917726135088025,-35.11961790506871,-0.21464715741558785,5.701157813731911,0.6563403048750323,-0.5280444652047928
44,2MOXA26,same,shoe,R,B,1639199091011,1639190508378,5891,male,67,43,44,0.9987486671968641,1,0,1633.6560798875316,1462.899443356817,6022.350127784909,1164.7553619760467,7.7529706639689335,mixed,36,710,12,20.471369951025217,841.2421389876536,932.9027429934902,7.764515745029925,-1.3610737672765874,0.015092704714454345,-74.88108975422325,0.23857300543129567,-27.721615265787065,0.5764716042085838,-0.524479932716617
45,J0RVA15,different,shoe,B,F,1638779786837,1639004853526,424,female,60,42,43,1.0001451136575983,0,0,1633.6577184952032,1462.8992760651668,6022.34858319229,3402.534704967901,7.2024396331434835,othercentric,57,391,12,28.432810115329346,797.805108563558,996.029629416245,267.84777540751435,-19.171973012289406,0.1287857762135679,-67.86102159546972,-0.3453857263061577,71.89062533604039,-0.9257906150063464,0.5213692348638681
46,0E3JA19,same,stapler,R,L,1639478214671,1639618715111,127,male,44,44,44,0.9725542775041566,1,0,1633.6581769347483,1462.896770765447,6022.350377744805,1304.3396733408006,5.978372848937318,mixed,38,1683,12,94.76157574574863,951.5231649380529,1009.995797931336,127.16342705600549,-20.23059050638536,0.04646262877875637,74.22173596730545,0.6199525230725911,58.719728307247685,0.13998044350767191,-0.47015602802240664
47,SBLBAET,same,clock,R,L,1639116017561,1638876333597,1327,male,52,43,44,0.9996236059199317,1,0,1633.656108375941,1462.8986990591739,6022.348449201022,2490.2883345346395,7.502761819463374,egocentric,50,186,12,69.3978888143428,879.5916329401714,940.6341776891966,273.8078036035172,1.1878403088364067,0.1437866281822672,65.60173767203905,0.00114229190315851,-24.445909791413353,-0.2827781813172356,-0.44649246321237457
48,5RXRA10,same,shoe,R,F,1639021675273,1638964542848,931,female,26,44,43,0.9974763382971492,1,0,1633.6562039669852,1462.8962208980606,6022.35139524017,1438.02688024166,7.063671396971052,egocentric,36,69,12,1.5629644081777023,863.2442883388557,912.4175886507187,52.32647097026556,6.190455690568063,-0.1679164344740735,-55.98229691098199,-0.4168226341655041,73.77167583810007,1.2627936392692953,-0.4759084433551629
49,GEM7A2I,different,crab,F,B,1639476731548,1639082901198,597,female,40,43,44,0.977870690148355,1,0,1633.6566382732942,1462.8992114304065,6022.3498443459075,1598.0527113700346,6.801298983968611,mixed,31,856,12,81.63295957065489,781.9852573371937,958.5724130457888,122.13040096769683,-20.399745491727206,0.00656349962146089,22.79731963517919,-0.23520848220794055,-85.59227609398206,-0.10378452406179461,0.504568712806453
50,7VH4A2F,same,shoe,R,L,1638917032764,1638656238768,1205,female,57,39,44,0.9720789649814318,1,0,1633.656854649332,1462.8995503786061,6022.353445068361,1365.9136128577252,7.713267511847765,mixed,33,1593,12,97.25933028957819,926.7663074100248,960.6862561013754,73.3252613686569,-24.819942341521706,-0.1265537220274892,64.18087871507875,0.6965279802983075,-132.5375888545751,0.13463606689789942,-0.5058045170798496
51,L4VZA2S,same,glove,R,L,1639090079925,1639104437145,745,male,31,44,44,0.999671246309123,1,0,1633.6573114829098,1462.8970070687944,6022.349989565629,2177.669184000072,7.145092824027994,egocentric,64,1361,12,113.07456118197855,946.6849516760582,880.3760049599666,49.09784974782619,9.510230407211433,0.012976259677116138,58.029525480046736,0.14771090538697224,-76.81368201053384,-0.25180803874573043,-0.5111028216241693
52,1IT2A37,same,crab,R,R,1639543625870,1639490514178,166,female,48,44,44,0.9949927136075447,1,0,1633.6563623169216,1462.8997458579547,6022.3513813699765,2179.4609380647394,7.361264466382821,egocentric,50,1599,12,112.27620932934948,753.0359691198527,1045.7185899560893,198.81048317207228,3.2582537820840365,-0.00408283856220572,-45.23491440064984,0.6215790465766404,-11.895416490915906,0.21736099468894604,-0.5242320775204691
53,58UUA3B,same,key,F,L,1638862108492,1639025870686,595,male,36,44,44,0.9488336619593736,1,0,1633.6563356654358,1462.89616195488,6022.348839634697,1106.0798883604912,5.366584592306744,othercentric,46,1093,12,67.99639466983058,798.0556893042954,748.1721329388133,46.12743123939961,-25.818176290932534,0.060847736724408644,-50.226337137750946,0.2851023373351113,-97.44153506746073,-0.6936239756952709,0.5331526973904378
54,4O0KA2A,same,stapler,B,L,1638992966752,1639034925656,778,male,37,44,44,0.9996581172204956,1,0,1633.6564107418005,1462.8968153991675,6022.34928648167,1427.3245716911438,7.2260604795197745,egocentric,40,107,12,20.365166485735685,891.9953081405924,771.9994972625757,42.94951216922624,7.685264649774247,-0.020397728909826163,-42.780309521726856,-0.4265577234897498,-68.29862299727884,2.0355287041756682,0.49520917625603783
55,BZQ3A2A,same,mushroom,R,L,1639183126733,1639081955454,2889,female,63,44,44,0.9992563963722214,1,0,1633.6563711728204,1462.9004354177237,6022.350660919954,1432.5019262680776,7.406546502347815,egocentric,54,976,12,61.62291811781564,989.7076371163341,1135.7818576190907,64.42197608862759,11.316736436901769,0.12735808300960016,-37.07976503257505,-0.6781932349656988,-59.67851914594582,1.5243716599336556,-0.5100197227174263
56,9THBA2R,different,stapler,L,B,1639079173220,1639081448672,1253,male,29,44,44,0.9993290626331985,0,0,1633.6567281412908,1462.8977766925238,6022.3511276176105,1708.296151555542,7.016073422402053,othercentric,26,237,12,0.7651066551542662,829.3369109212358,1018.4379146033511,262.3175754643506,-5.724630699081837,-0.12901033105863152,-46.65244239521665,-0.21423641103772162,139.82345358134035,0.8088584765215214,0.4910337604596267
57,47LCA2T,same,vase,B,R,1639428847432,1639537093734,1592,female,29,43,44,1.002554710955095,1,0,1633.6569666989133,1462.8985217749896,6022.34925055522,3758.1691568654737,7.8583663380279445,mixed,27,1179,12,120.42059545100983,743.2531840399113,1358.4947188252834,118.19564906214825,-22.915411080319934,-0.005860907483071026,23.966179632611524,0.6922531875447603,-51.824053967616805,1.047519978757903,0.48262294604203787
58,WDCRAMX,same,mushroom,B,F,1638842829368,1639197168551,3044,female,38,44,44,0.9980295589125173,1,0,1633.654258156601,1462.8964260900307,6022.350190343833,1754.3542520841766,8.03788506948922,egocentric,51,367,12,109.0759437682133,557.59403451759,886.6089046699663,63.023268177961384,-6.0092563576015685,-0.005344332864843003,77.0926714445001,-0.12460421971948793,-29.003676138557754,-0.7793961948975237,-0.528826337277327
59,DOH9A1L,same,coconut,R,L,1638531818454,1638833196211,378,male,31,42,44,0.9760891136738683,1,0,1633.6559240500167,1462.8993567522716,6022.348758097424,4709.087232781948,7.493806782091086,mixed,38,611,12,-7.591108780263042,691.1052414512282,1198.3142362531507,163.32594356999562,9.493997747168468,0.19416891873933476,-36.08847973327171,-0.21904562793931437,24.47018319141451,0.23791769193398604,-0.48499568457939357
60,5TXUA3N,same,shoe,L,L,1638531282659,1638926339442,141,female,79,43,44,0.948109668779416,1,0,1633.655859767993,1462.899052353901,6022.349647865083,2062.3523687051725,9.16484049535261,mixed,41,660,12,-0.9834846712465435,915.6641923794834,1062.207449035354,190.9221502313468,-12.654922487547882,0.19270902749732424,-14.691781402011861,-0.11976382917010951,167.27916170153497,0.053386944088809285,-0.5002797166465089
61,TY00A2R,same,crab,B,B,1639057615743,1639015086990,774,female,67,44,44,1.0026049534233012,1,0,1633.656897382572,1462.9008795203954,6022.351350387203,1217.2372177402176,7.750765226972019,egocentric,46,870,12,-5.643759855590112,761.7462602020432,1076.10463947838,237.30678545021306,-2.4036153955281914,0.024814393700013513,-57.47304799997387,-0.49069916590960705,134.50584554393487,0.7336864448021527,-0.4985795129400117
62,ZLHFALE,same,cheese,R,L,1639506061612,1639594267691,2246,other,59,44,44,0.996893832577954,1,0,1633.6567325335955,1462.8987737026184,6022.350546488804,1399.1730358670566,7.245443171819392,mixed,56,1521,12,116.56986929157118,1063.691354396109,1280.583127368272,104.33193098672166,-11.199755094497329,0.12685369565506183,47.85263341020952,0.5165363082646945,-54.630854827351584,-0.3792887533994318,-0.5325816666440532
63,846OAQY,different,kettle,L,L,1638785221252,1639084483230,424,male,49,43,43,0.976688852332801,1,0,1633.6579056583357,1462.897549339621,6022.350316735264,1478.8553621249575,6.8709632352887935,egocentric,41,532,12,14.7200270128167,727.5795137555224,675.2057720252166,246.9144453125055,-1.4627457266650201,0.05371781703771717,-29.12455219097967,0.08093001781793525,144.43047053217538,-0.6243215677126202,-0.5067764403977554
64,G60KA1I,different,frog,B,F,1639162999924,1638908654601,582,female,36,44,44,0.9979687292773537,0,0,1633.657909024202,1462.898966974786,6022.350846854773,1037.9492124972703,7.067991117725989,othercentric,54,996,12,24.36184908772229,897.7819904668853,1075.1970503521593,38.84907308265156,-17.520853569148233,-0.0661880378362906,-7.721746549073625,0.15729010511477806,-4.131875613675206,-0.9456851233188922,0.4642241825704959
65,AU0MA1Q,same,clock,L,L,1638946847475,1639031786267,809,female,45,44,44,0.8021844650610641,1,0,1633.6577516207367,1462.895822140661,6022.349271912499,1430.2910156474145,8.020690433764338,mixed,37,1387,12,102.84856111284086,1004.712326951352,970.2767425441156,24.175056319378243,-29.654577402523696,0.16639653265497367,-8.19863803795467,0.5595936348546733,-32.66955592497214,0.14097389548954165,0.49410130124503926
