,perspective,targetObj,targetPos,respObjPos,utteranceOffsetTime,respDropTime,respTime,gender,age,acc,total,accuracy.prop,own.cod,other.cod,meanRespTime,sdRespTime,upper,byPptMeanRespTime,logRespTime,responderType,aq_score_subset,opt_score_total,opt_n,opt_score,congruent,incongruent,stroop_difference,aq_score_subset_centred,aq_score_subset_centred_scaled,opt_score_centred,opt_score_centred_scaled,stroop_difference_centred,stroop_difference_centred_scaled,perspective_cod
10,same,cheese,F,F,1638463920171,1638835959991,3846,male,28,43,44,0.9968469520860055,1,0,1633.6548934494067,1462.8988908285014,6022.349755092233,1529.4812101288646,6.952674278955522,othercentric,59,375,12,12.888465265100926,800.9483688589129,1308.0650084802326,147.39033003482734,-0.3894212454465038,-0.03305142506243852,19.309474241480608,0.6683307996887938,-47.61934439525673,-0.3853965776876178,-0.5227571616379975
11,different,key,R,L,1638795667663,1639420132106,769,female,31,44,44,0.8428612652456628,0,0,1633.65563428488,1462.8978051314555,6022.350116823377,1507.0804068890232,7.4702803981107015,othercentric,46,888,12,-5.5830931817571905,1005.4982911826403,977.8697423908941,32.136809264520856,-15.544541150942438,0.003984459177317601,-62.83342055874219,-0.29757223580179865,2.1572936866071615,2.804922312012526,-0.5323185999361234
12,same,lemon,L,F,1639477675248,1639032961107,174,male,32,44,44,0.9961562388571917,1,0,1633.6548567394166,1462.8978447558281,6022.34915197396,1556.326987712756,6.69420204368166,othercentric,58,293,12,-7.315109194382858,765.8555735787231,848.1996756697265,306.18735089689176,-9.240998515525403,0.0056720630782193734,5.8276394261582,0.5643657566455975,64.8678700076489,-0.8669088090732372,-0.4909311300057689
13,same,cheese,F,B,1639087058840,1639020330723,3807,male,42,42,44,0.9463578021393599,1,1,1633.6549837866787,1462.8979644719027,6022.352118098175,1020.618117918238,7.59707774662889,mixed,40,994,12,88.82594134081053,1059.662966566666,1107.2910888420863,194.66622785919725,-6.534161518058199,-0.14685722876300417,-65.73403394808801,0.7864598926458854,128.51515665279288,2.0709494874686736,-0.5383966650402037
14,different,potato,R,L,1639549172447,1639078962466,982,male,49,44,44,0.9999315266743669,0,1,1633.6535481230935,1462.9003652136707,6022.349866402521,3938.78068472308,5.732306803696498,egocentric,62,248,12,106.98055576060075,703.2145444364013,1235.7044184128515,113.61600323702905,-0.8376056036308217,-0.06502143443013976,-2.6202205428386947,-0.12734497857100674,-52.74680423360013,0.17660361857106188,-0.47628630200695615
15,same,plant,B,L,1638873465976,1639171801585,4558,male,27,44,44,0.9970129569150283,1,0,1633.6564777623298,1462.900123865338,6022.3530511912295,988.7489841023518,6.510957240402297,othercentric,53,1099,12,76.67132918531294,832.4044077267065,1257.2371378897685,242.96533017708188,3.7702015213741316,-0.10475313098645529,41.05360671914413,0.49440066677940764,-35.68185665297585,0.4460078117077065,0.45209604885534194
16,same,stapler,B,B,1639146428549,1638818391487,2247,female,21,43,44,0.9967033466450621,1,0,1633.6543986939064,1462.8988107642724,6022.351766838343,1182.3592965688513,5.627112620011291,othercentric,54,1107,12,-3.222287952925919,849.2798919077503,1044.5942884069539,171.66119270606026,13.506504373424184,0.1811815896610539,4.93500157844743,-0.15805662102310497,56.84437443246973,0.7385314401419113,0.4899357436500235
17,different,kettle,B,F,1639005979595,1639471572959,4982,other,34,44,44,1.0031172717759926,1,1,1633.6548554144047,1462.90119944287,6022.35132226607,996.0303992784402,6.964970761257694,egocentric,58,249,12,74.83412525933767,787.1004561929259,1141.5212326406097,228.9088727402095,0.6025969928234076,0.09990689324199978,-59.134373190753266,0.6402836240832535,-114.80370217896132,-0.021284469375282,-0.5460571654319524
18,same,kettle,R,L,1638508649459,1639162060761,1251,female,34,44,44,0.9962841099758468,1,1,1633.6552430552686,1462.8995932202176,6022.35030036871,2250.8311315681726,7.659777271672826,mixed,62,275,12,0.2144539392504754,804.4707754317119,1117.645430776924,133.10838777952955,4.672725931682008,-0.03021242195075094,32.493893428757175,-0.34283368139644016,-19.11658905307759,0.12049488195897085,0.48666253734673875
19,different,coconut,F,L,1638751745425,1638982222663,837,male,49,36,44,0.9996371998587794,1,1,1633.6567223933057,1462.9015501422807,6022.348534476146,1436.3478793659028,6.594864726191032,mixed,54,317,12,-3.3839987472556103,855.9248982242706,1260.2805034652274,63.04274812214522,-11.186296858027458,0.1117959404196524,-44.20377601487932,-0.2486253203952479,-77.37339766470288,-0.1540634195413415,0.480737103266764
20,same,vase,B,L,1639450291842,1639443150065,1125,male,33,44,44,0.9995539457736269,0,0,1633.657031638139,1462.8984018426486,6022.350537626484,1418.8457707949178,6.910678456652915,mixed,50,399,12,97.08128899445073,914.0104118570837,680.1066742615346,76.80501124249471,-6.398730072475956,-0.06015993797808079,-51.119588991582006,-0.19309031331674434,-81.17048483023409,0.42828528587306236,-0.5088488757102664
21,same,glove,R,B,1639357007971,1639173066389,1150,female,36,44,44,0.9966008402816491,1,1,1633.6566360349661,1462.8997127619798,6022.351461981873,1745.4956739081563,5.985463012228548,mixed,58,110,12,60.84620266712403,963.3254156766844,1113.6573955738877,197.19995316001396,2.629158899370194,0.2472235875645557,11.666050695313476,0.5874771123558207,-117.56390278265614,1.8343372037375656,-0.5392648094870527
22,different,crab,B,F,1639370199735,1639409238913,541,female,21,42,44,0.9995402035664211,1,0,1633.6547969231844,1462.9013199778249,6022.348002854518,1599.3301899888584,7.501531773495302,mixed,61,177,12,59.43481141890132,849.1219617157726,630.9870048027533,232.94664212709463,-1.5859714843146597,0.31471233138267385,51.170401819062285,-0.31197085420489007,-80.803533236753,-1.0897138334894452,0.5237923310345525
23,same,glove,F,R,1639146009468,1638571904685,417,male,35,44,44,0.9988398864124421,1,0,1633.6535287021413,1462.899441797601,6022.350895745587,2551.9711720144155,5.464102641705194,othercentric,52,179,12,87.86965586138663,898.2308486238429,1048.779366738031,143.29787349658264,-4.380119811140387,0.016975975790152628,25.605197922198922,-0.5003152822434881,-12.637070151903174,-1.3068320534704356,-0.5363261132207894
24,different,stapler,R,L,1639155110301,1639025299375,1030,female,36,44,44,0.9953821332645796,1,0,1633.6554400218438,1462.9000846439396,6022.352816039475,1495.7571957997893,5.85725461782453,egocentric,36,1099,12,74.08107007220393,742.5694198857598,1209.4324166859801,72.6017842837207,-16.436545938619616,0.23359412711095218,-46.54259860569524,-0.3456431793295727,85.63018256021348,-0.5957421211786433,-0.5380284416578393
25,different,cheese,R,L,1638778529839,1639124438483,3466,female,28,44,44,1.0005735908652487,1,0,1633.6544782113012,1462.9001022201014,6022.35114696568,1871.6040772067822,6.827482635345547,egocentric,44,789,12,100.79096976387856,885.9256640930142,1000.7224217056985,128.15128130889207,-0.029797887237542398,0.17900547244948306,21.276603482123125,-0.005097380688286829,-112.89486904520058,0.2707165123659907,0.48611137282563766
26,different,kettle,R,R,1639025555097,1638846494752,618,male,39,44,44,0.999236184424384,1,1,1633.655524915447,1462.8999620139,6022.34991014871,801.1302918419482,7.4086501351917535,mixed,51,1248,12,84.41799284401283,820.0518927424719,807.8562343976174,178.80389025410497,-10.22091570528468,0.18376198013967152,-54.165448667126995,0.34207842330754545,-43.21296825459719,0.5938452250510825,-0.5504083466974841
27,different,shoe,F,B,1639429710231,1639002742885,1043,female,33,42,44,0.9773046482051869,1,1,1633.6556606099696,1462.9008223290384,6022.347941260838,1421.6762192756555,6.869163737287562,egocentric,35,337,12,87.49408931790205,903.9332351419154,876.6471468697528,109.53487241001493,6.96904110752582,0.10573156697561566,-40.73658491811793,-0.4770408283542186,-164.27676096213855,1.4648154109905982,-0.5110276619089806
28,different,glove,L,L,1638877465165,1639161385652,1003,female,29,44,44,0.9957704088366949,1,0,1633.6549335972527,1462.9000856594205,6022.349911497798,1332.228108307866,7.2620006870777125,mixed,38,1022,12,11.269103008857993,854.8954264787312,1001.0826336104594,300.7536360259939,10.621321020342148,0.03253158733180861,-67.22014563192077,-0.37906077095298907,-41.53511349630253,-0.019642144991639743,-0.4890312449542778
29,different,stapler,B,B,1638820956532,1639431134487,470,other,33,44,44,0.9980620400231751,1,0,1633.654401017117,1462.8991036738241,6022.348823774006,1550.6307140818442,6.202110346673474,mixed,29,810,12,78.79922449963908,930.1852140838613,927.6116338770828,152.7782580451793,-12.781152403911378,-0.24726712485752766,25.356486234030964,-0.3018278248574955,-69.16545459752015,0.9066207222892717,0.49062400455812094
30,same,clock,R,F,1639157786577,1639174118050,933,female,44,44,43,0.9991477515498126,0,0,1633.6562793233818,1462.9000181829824,6022.350269424225,1484.7558389197288,6.787161516645592,egocentric,56,783,12,-8.173744467766989,823.4799819538853,855.7934967554949,161.3645422730317,13.48941975744706,0.3414632469338026,-62.650509802038314,-0.04884894223121719,-120.4549912041162,0.416013806623608,-0.5154074070490867
31,same,coconut,L,R,1639144861120,1639485519228,1206,male,32,44,44,0.9969521349912215,1,0,1633.654222523235,1462.8988781868973,6022.353064269239,1077.5214545996605,7.547814675433076,mixed,50,1098,12,-1.7057291020048293,834.6262163171589,1276.3439312012933,144.50535951461308,-2.450020012382411,0.03381447116272131,-0.0792245241655607,-0.37573286903692943,-98.26142960157067,-0.5528928502986512,0.4488843720716586
32,same,shoe,F,F,1639171305119,1638810530045,613,female,29,43,44,0.9980301539137889,1,0,1633.656009189862,1462.8990970902425,6022.349546987549,1300.31735521124,6.00947858247372,mixed,60,1234,12,69.35594530132425,798.9159338618904,1249.5055056023577,198.69221294701774,1.6079379073568605,0.09428114902949361,5.028514251552181,0.41704528396597285,-178.37381541141417,1.1623439419213897,-0.518013443778864
33,same,crab,R,F,1638961789844,1639160408208,1049,male,32,44,44,0.9976707303827195,0,1,1633.655073644219,1462.900574867082,6022.348403465767,1001.4549223045517,6.880357712988412,othercentric,48,76,12,54.83217865708959,1034.7440456329346,1022.6884566176905,175.4646120454678,2.2528557113292607,0.27160044512316633,13.519898516035965,0.554658184261555,2.8889849976913453,-0.1119987157208463,-0.5630059987221082
34,same,frog,F,F,1638801087200,1638907006227,718,female,46,44,44,0.9960651102500547,1,0,1633.6541114444092,1462.899923730272,6022.348864657122,1843.6807924932373,6.340608241717237,egocentric,45,917,12,-1.5999340782319056,1013.3409785594926,1061.5793517859042,49.739927226759335,6.348238098874738,-0.08503001388002816,42.76681538428952,0.46627819571641005,-42.8926695042641,0.23931924536321597,0.44724357424361505
35,different,shoe,L,R,1639158163794,1638916016048,1161,other,25,44,44,1.0000143622130384,1,0,1633.6564151558944,1462.899088068315,6022.349863642905,1244.0149166952244,7.105317323562168,mixed,71,1189,12,26.851234862816604,991.8305086541299,921.5936746239782,191.41256109308839,0.46842371495607527,0.21816100304759195,38.86082738954099,0.6001392670499467,-76.04784958573038,-0.08134508450130395,0.46548866120766685
36,same,stapler,F,L,1638990529182,1638896489536,2354,female,41,44,44,0.996434089904641,1,1,1633.6561422798907,1462.8982619779056,6022.349241103859,1387.4428407494925,6.630183036057519,othercentric,66,1081,12,49.22059834427513,841.458720904646,1065.2086959759838,184.41925567927274,-12.653505021599907,0.06827565990546446,-62.89418133408488,-0.27578640990870207,-43.29375989251647,1.5715968221917869,0.5077043584045353
37,different,glove,B,L,1639521455908,1639179483746,1286,other,37,44,44,0.9977371726587447,0,1,1633.653881665407,1462.8975352305158,6022.351925611396,1360.9130104088724,7.103074370990635,egocentric,53,1182,12,-12.806017299355043,1050.6692938681485,994.6706869583131,197.3233266800278,17.99171487363359,0.10904418334407207,-59.87084075275713,-0.3485701354436623,-76.66537716886782,2.4074505402992803,-0.5348103520150715
38,same,lemon,B,B,1639507191972,1639072074476,2456,male,40,44,44,0.9972900163216104,1,0,1633.6562577028471,1462.9002205195682,6022.349720422859,3156.8332732626063,7.418932068876582,othercentric,62,731,12,68.46972033805558,1127.519298796886,1184.7385383378505,479.7344332258798,3.9837263784092762,-0.07220491697119905,28.926581314263306,0.7102848358388338,94.41224143281084,0.1540899843599578,-0.5411248979693476
39,different,potato,B,L,1638401725887,1638808696371,1495,male,30,40,44,0.9982776301025047,0,1,1633.6541439896168,1462.9014058712953,6022.348235164356,1417.3666822184414,6.413444570631167,mixed,17,553,12,82.54779416910722,810.4158264540952,1202.58389672389,357.52313956191574,12.944388949687706,0.12894477025630996,31.114704222052794,-0.16260316938869024,-123.6846287427405,0.0001551540755416747,-0.5074327309470487
40,different,vase,B,F,1639497511619,1638562609463,2602,female,58,44,44,0.9989049994433584,1,0,1633.65589016323,1462.9005045977142,6022.349683763404,1540.855888375946,6.149732897131125,othercentric,23,613,12,4.782773300789275,812.6574909236072,1125.981141072267,92.40854850902313,5.7255483609431685,0.1536209201498075,-47.43865677807429,-0.3212016316715096,-43.12533455741483,1.67717030425375,-0.5334502384173192
41,different,cheese,F,B,1638876724608,1638793935415,3230,female,60,44,43,0.998355524093727,0,0,1633.6548069742994,1462.8988889365723,6022.351217768979,1434.8684364978558,7.176757059260212,mixed,54,300,12,31.845610814671858,1072.562276503493,1607.1805510385407,289.9939418488353,3.781335103978266,0.1542145572760171,-60.291889305556545,-0.20300677493845992,-152.3256313061819,0.8896928493242118,-0.5403087975186613
42,same,crab,F,L,1638856591820,1639120331561,591,male,60,44,44,1.0018164763154371,1,0,1633.6539194653706,1462.9003812408666,6022.347627161406,1487.8483056999112,5.783363908898894,egocentric,63,276,11,-2.1672487895831196,1014.6828248493014,1108.885141515491,182.10565399585892,-9.974739444791885,0.2443450321427836,48.453745834948165,0.38344462251042194,-49.44062732738843,-1.0172556802006314,-0.5559227677883138
43,same,shoe,B,F,1639076578291,1639455043196,911,male,27,44,44,1.0011388300681592,0,0,1633.6552118119503,1462.901234710806,6022.352342929211,1272.167974660875,6.49752636960537,mixed,55,1229,12,-6.433493846285748,887.3330871037145,967.1292366025416,232.84327774697346,8.680789542307782,-0.004799194526423292,15.031282574083455,-0.40933091967626073,-14.207232292105061,1.543206979918597,-0.5261104786616944
44,different,cap,B,L,1639069422543,1638953302889,964,male,36,44,44,0.9980595711622284,1,1,1633.6545236490635,1462.9004767148983,6022.350747769217,1703.5848519050533,6.264637306920312,mixed,54,309,12,1.2274601623966888,952.4260254500758,1291.6540640885833,276.45388808695964,4.093601618943035,0.011102514922251155,-46.162337011415914,0.44296996966377,-114.37662163015891,0.6636645968456854,0.4399617983884796
45,different,shoe,F,L,1639399494001,1639386131878,848,female,51,43,43,0.9953566447771143,1,0,1633.658224789522,1462.8980181908694,6022.350896583329,1371.48609438943,5.653342825589517,mixed,68,446,12,-0.23031276032876669,802.0932948512303,1164.521503567535,184.45084266614606,15.76189745794547,0.10967554857325953,15.166494053222099,0.6637634000806037,-161.47276945159993,0.15937176489648064,-0.5411109002692421
46,different,shoe,R,L,1639443932728,1638892217225,1941,female,34,44,44,0.99599959351209,1,0,1633.656655620917,1462.8980018785835,6022.34909187716,1836.0519241279703,7.10142633125452,mixed,28,1017,12,-9.996120537566677,820.4561735397615,957.0228415003419,134.97514165255876,2.008397417638821,-0.1479570444559271,-44.35273676822442,0.5998396605871612,-12.849544075032952,0.7124700757991591,0.47390858727364094
47,different,clock,L,F,1638795840053,1639025179201,344,male,52,44,44,0.9980546733991833,0,1,1633.6539721023198,1462.900240429429,6022.349520803042,1744.5868404571643,8.316798133726675,othercentric,46,416,12,11.392508648958383,760.3273717467333,1004.3484147918246,60.36007137240382,12.973505333956027,0.09411469707160222,44.05891118362365,-0.41359432243146454,-63.848413459308176,0.5110997568383422,0.4467122090510704
48,same,key,R,F,1639069914568,1638814532010,377,male,33,44,44,0.9967269714378225,1,1,1633.6546583040888,1462.899845413695,6022.348489228369,1466.3234394153797,7.444416764303737,othercentric,53,160,12,75.29018475920057,909.1991063095301,1087.6513652508424,92.78037598436158,-16.383849669437506,0.0994773590250565,-65.11076270781649,-0.3738070039552932,-54.2752125447207,0.8853574370972115,-0.472260889067974
49,different,potato,B,L,1639152239116,1639188802338,662,male,39,44,44,0.9965160360385443,1,1,1633.6546785848625,1462.898828526725,6022.354208934511,1687.6624862457593,5.902841856244285,mixed,48,1424,12,-3.902986724955527,803.3926441410254,1010.2212162373746,367.162014589754,10.594008928673563,-0.21344431950544718,-46.72338102136028,-0.4653572192696038,-106.20833717178937,-0.7471188282767627,-0.5243611406464146
50,different,plant,F,L,1639437120799,1639161426016,185,male,45,44,44,0.9955719756497042,1,0,1633.6558727735971,1462.9009263066496,6022.3526923991985,1351.940628866933,6.120786520201442,mixed,55,801,12,87.33766996760684,1008.3529009643288,962.2883182334972,168.54643786636584,8.333706376926175,0.045978639594416164,4.6982226604526005,0.23913485236062854,-14.560886249021516,-1.3032148003134936,0.4659015655470419
51,same,stapler,F,L,1639204267834,1639028712186,766,male,27,44,44,0.9956988036321093,1,0,1633.6569862943863,1462.9005866478517,6022.348360039658,943.4259356948044,5.320466352141173,egocentric,35,950,12,53.05653945589559,783.7041402571678,766.8140200159183,152.53479131592798,11.460801474143722,0.05565484450421147,-55.05127489475251,0.5402959061148521,-23.962066130679887,-0.08262229839416203,-0.5503974615907375
52,different,frog,F,R,1638774852535,1638992254428,1820,male,28,44,44,1.0005407941147408,0,0,1633.6555214642424,1462.9002855811402,6022.348740259287,1428.6738189678906,7.418371526459873,othercentric,56,958,12,110.92398450452221,1091.0092899159106,961.722882982955,164.75232770576162,-18.67223917556782,0.30538087605346786,43.73474387792499,0.4491051601735934,-69.58321992671046,-0.3340968060320093,-0.46747632626976315
53,different,vase,B,L,1638973920533,1639455590108,577,male,32,44,44,0.9978671281220609,1,0,1633.6556131559653,1462.8979196818373,6022.348735361142,1501.3751578716522,5.703850260737779,mixed,47,114,12,65.86642118934347,859.3212319392582,1047.6642558468418,93.09998323515067,2.3736030406667243,0.1022922601924752,25.480056568208994,-0.1936664184652614,-63.05677261731576,0.09717700240287386,-0.5440799779582912
54,same,crab,R,L,1638969821219,1639493651533,841,male,44,44,44,0.9981001351767594,1,1,1633.6550276518758,1462.8995309143888,6022.351415102176,1399.294899045489,6.072177632389754,othercentric,41,1238,12,50.82480616148642,973.2361257116854,1016.1461401246477,159.3340988114927,7.260412139654886,0.05203482202006368,-59.83602096531162,-0.28744289274521767,-116.80013430118339,-0.2060529307185459,-0.5176125987137963
55,same,kettle,F,F,1639136743886,1639115916844,1175,female,43,44,44,0.9990500938771749,1,1,1633.6546841042154,1462.900547919891,6022.35102445593,1541.0286251995583,6.313220879757744,mixed,60,1180,12,9.265642365882993,930.3170918584931,1272.4470055930349,73.49461497316975,5.089748300946152,0.19365515450478227,25.264578107893556,-0.23028624249211188,113.3307606337889,0.9808139805588736,-0.5127134216169006
56,same,crab,B,F,1638963005785,1639416110984,682,other,20,37,44,0.9751159945304836,0,1,1633.6552013918295,1462.8996639355867,6022.3505917867,2689.555823583955,7.224580471251156,othercentric,51,1357,12,70.47288063031873,849.2991277320293,944.5489392298817,111.25354426845769,-14.664248850652717,0.13753951984390253,5.265840606133615,0.05022240700143951,13.864128732285664,1.7403817906415937,0.44385954641358466
57,different,coconut,R,B,1638966799164,1639491706348,1057,male,32,44,44,1.0000749947896301,1,1,1633.6564535610792,1462.9001175784151,6022.349413030011,1351.4257119955137,6.203706612517149,egocentric,54,452,12,53.07937546127126,719.6481831393552,790.7677692435379,313.60397664382043,3.029687213688405,0.12059809622596224,-49.27045609530863,0.5718638703327267,-21.41129939496045,0.578446551924237,-0.5487691985236145
58,same,cap,R,F,1639133007441,1639582309059,378,female,30,44,44,0.9993266348264632,1,0,1633.655172182095,1462.8978356728912,6022.349786800384,3383.8465629137186,5.692596657426903,egocentric,51,372,12,75.17888719560963,876.132858695929,1286.6772189563576,196.08269926171513,-9.858826587480419,0.05243870214669014,36.37900718284836,-0.2972973867046389,-66.26104389332026,0.07599211645054765,-0.5523691145684262
59,same,kettle,F,L,1639386517398,1639030516933,756,male,35,44,44,0.9779145739757878,1,0,1633.6536438340706,1462.9016329492615,6022.350590737787,1267.3656770773243,7.048339147534161,othercentric,44,1198,11,23.15217505116503,997.0670765076462,1013.9888803980283,48.89212010295671,11.06456341688044,-0.060547458803292306,13.2962712305523,-0.2584951757134729,55.63406924574779,-1.0255299180575708,-0.531435166107775
60,same,clock,B,F,1639461563341,1639484996315,1159,male,34,44,44,0.9962140407333069,1,1,1633.6553108100104,1462.8996795446715,6022.351253818937,1288.4016472380224,7.677170732729768,egocentric,35,0,12,3.5146583120469597,973.5550366455946,893.1363289787909,117.13623549028954,4.291610692645744,-0.19496651861795355,-49.492222648893076,-0.2577665014310768,28.90582838696589,0.286584493840569,-0.49989909003844896
61,different,mushroom,B,R,1639374582927,1639438593285,1161,male,38,44,44,0.9720516822799566,1,0,1633.6559552699741,1462.9003430726125,6022.350780527312,1421.3823541005725,7.224395511705993,egocentric,55,968,12,60.920395873202786,1079.1330981289072,1147.891719761741,115.03278286676391,-24.998055370650697,-0.010564136570084991,-51.90802723677262,0.7159964072983157,78.59015436910886,0.42464465152817776,-0.5379883367445605
62,same,shoe,R,R,1638882936697,1638902169937,725,male,44,44,44,0.9962116772024823,1,1,1633.6557894362302,1462.8981384413005,6022.35040932334,1168.6737731882758,5.59915953326484,mixed,44,1121,12,82.12878384489525,1032.186801191987,943.4859109585539,156.69694526971307,-2.6326650023249503,0.023548848149412244,-44.86559794226036,0.7014864097920103,-85.87555387701616,0.04997303408446396,0.4858762270176225
63,same,vase,R,R,1638822448474,1639029715794,1322,female,26,44,44,0.9982757515108608,1,1,1633.654466298233,1462.8995364107386,6022.350120906456,1620.5263261833616,6.392692440262499,mixed,51,372,12,10.304052928423268,872.1562197487991,1086.4549790568851,147.06202940181257,-10.53594139301221,-0.1708210684396002,-48.66026740430538,0.6257664596607938,-189.71953351072966,0.22021814810761317,-0.4769211544420505
64,same,coconut,L,F,1639136044718,1639079722980,395,male,39,44,44,0.9998878248770342,1,0,1633.6539507579134,1462.9006603882094,6022.352150330157,1476.4702450267591,7.239300181883165,egocentric,75,1021,12,92.47826346963353,985.1772125283242,739.7042476394774,104.7253286820793,-3.1461701289093456,0.06104811406507019,2.839317550014435,0.6425362391729031,-42.47983938994906,-0.020964147208777928,-0.4779212443675371
65,different,kettle,R,B,1639139923825,1638815194566,638,male,36,44,44,1.0004241006514187,1,0,1633.654729787028,1462.89894263197,6022.349560138622,1778.3152665086077,7.877820986062635,othercentric,64,1153,12,116.66694254818486,1015.815604479566,1181.0229159469343,274.5579486339898,11.35203337277127,0.2614765683083334,7.951693951208769,0.05495760314241885,-71.62097512870199,-0.05674618022661637,-0.4950079234054712
66,same,glove,B,L,1639045934924,1639456590589,803,male,44,44,44,1.0015992473975535,1,1,1633.6556538915863,1462.8995532670056,6022.349745943728,1127.6183095780818,5.882920894640773,mixed,56,423,12,68.28906412075972,1091.361061026825,1143.070426032745,162.2606023713218,-27.13740163599743,-0.14485104718593672,12.927321857704289,0.420515126096239,-66.0199955967467,0.5434707902724301,-0.5402089747659387
67,different,plant,L,R,1638987632786,1639151960849,746,male,33,44,44,0.9985024413871094,1,0,1633.6558014830869,1462.9001281770793,6022.352769149289,1158.1718951316273,6.896792009972171,egocentric,52,1472,12,10.927244876109519,690.9979144488167,1077.6433961682174,130.41125604186868,-26.537809542917564,0.05948769615813059,-49.24885013239577,0.7708268857995899,-25.362496229727924,0.061965439356854723,-0.5370371883131386
