"B1","B2","F1","F2","L1","L2","R1","R2","true_class","true_FB","true_LR","ego.tend","FB.tend","LR.tend"
1,1,1,1,0,1,0,1,"3",1,0.390237444171991,1.2987796805215,1,0.5
0,0,0,0,1,1,1,1,"15",0.447973384945492,0.978342198356869,2.5532894479128,0,1
0,0,0,0,1,1,1,0,"23",0,0.526614459598271,3.31582680744978,0,0.75
1,1,1,1,0,0,0,1,"3",0.993087562296199,0.506909601020559,1.18749964541459,1,0.25
0,0,1,1,1,1,1,1,"15",0.456005340319582,1,2.80700066753995,0.5,1
1,1,1,1,1,0,0,0,"3",1,0.445370503706335,1.18067131296329,1,0.25
1,1,0,0,1,1,1,1,"15",0.536669150276431,0.896116714265077,2.80409823306769,0.5,1
0,1,0,1,1,1,1,1,"15",0.520857712537769,1,2.81510721406722,0.5,1
1,1,1,1,1,1,1,1,"3",1,0.479060277752593,1.55988253471907,1,1
0,0,0,0,1,1,0,1,"23",0,0.517551216513275,3.31469390206416,0,0.75
0,1,0,1,1,1,1,1,"15",0.586115908441204,1,2.82326448855515,0.5,1
1,1,0,0,1,1,1,0,"15",0.454004132097176,0.958572910721934,2.67657213035239,0.5,0.75
0,0,0,0,1,1,0,1,"23",0.0631507602733634,0.46090871636623,3.31550743457995,0,0.75
0,1,0,0,1,1,1,1,"15",0.537790998874579,0.976406592949473,2.68927469897801,0.25,1
0,1,1,1,0,0,0,0,"11",0.453807820950454,0.0487492737290329,1.81281963683494,0.75,0
1,0,0,0,1,1,1,1,"15",0.427830786156418,1,2.67847884826955,0.25,1
0,0,0,0,1,1,1,1,"23",0,0.476274855639112,3.43453435695489,0,1
0,0,0,0,0,0,0,0,"23",0.0401927373278772,0.444280594632613,2.93555916649506,0,0
0,0,0,0,1,1,0,1,"23",0,0.495469182859292,3.31193364785741,0,0.75
0,0,0,0,1,0,1,0,"23",0.0347900146343524,0.458963380027458,3.18671917433273,0,0.5
0,0,0,0,0,0,0,0,"23",0.00723410566646763,0.489041334090759,2.93703442996965,0,0
1,1,1,1,1,0,1,1,"3",1,0.54715418504641,1.4433942731308,1,0.75
0,1,0,0,0,0,0,0,"11",0.464890627920656,0,1.55811132849008,0.25,0
0,0,0,0,0,0,1,0,"23",0,0.563055904085576,3.0703819880107,0,0.25
1,1,1,0,0,0,0,0,"11",0.455654960332245,0,1.80695687004153,0.75,0
0,0,0,0,0,0,0,0,"11",0.462351756061423,0.0346687495308475,1.43712756319903,0,0
1,1,1,0,1,1,1,1,"15",0.565204970917498,1,2.94565062136469,0.75,1
1,1,1,1,0,0,0,0,"11",0.437649078142807,0,1.92970613476785,1,0
1,0,1,0,1,1,1,1,"15",0.487481703748228,1,2.81093521296853,0.5,1
0,0,0,1,0,0,0,0,"11",0.525208737383961,0.104356206351001,1.57869561796687,0.25,0
0,0,1,1,1,1,1,1,"15",0.476547554005533,0.986768832262598,2.80791454828352,0.5,1
1,1,1,1,0,0,1,0,"3",1,0.447984727039114,1.18099809087989,1,0.25
0,0,0,0,0,0,1,1,"23",0.0281041849474716,0.51750473718009,3.19320111526594,0,0.5
0,0,0,0,1,0,0,1,"23",0.0455674287242576,0.456233425839318,3.18772510682045,0,0.5
1,1,1,0,1,1,1,1,"15",0.485201005384519,1,2.93565012567306,0.75,1
1,1,1,0,0,0,0,0,"11",0.560892089908748,0.0457517855011432,1.82583048442624,0.75,0
1,1,1,1,1,0,0,1,"3",0.963122870600173,0.545789636929139,1.31361406344116,1,0.5
1,0,1,0,0,0,0,0,"11",0.420218409360563,0,1.67752730117007,0.5,0
1,1,1,1,0,0,1,1,"3",1,0.583924052751458,1.32299050659393,1,0.5
0,1,0,0,1,1,1,1,"15",0.502997303920906,1,2.68787466299011,0.25,1
0,1,0,0,0,0,0,0,"11",0.460703621255831,0.0463456035127934,1.56338115309608,0.25,0
0,1,1,1,0,0,0,0,"11",0.494777206810882,0.0206186534529479,1.81442448253298,0.75,0
0,0,0,0,1,0,0,0,"23",0.0499182350543103,0.512020040358264,3.07024228442657,0,0.25
1,1,1,0,0,0,0,0,"11",0.501980470322082,0.0413575077131902,1.81791724725441,0.75,0
1,1,1,1,1,1,0,1,"3",1,0.485976846516317,1.43574710581454,1,0.75
0,0,0,0,0,0,1,0,"23",0.0550643733171873,0.447012386400855,3.06275959496476,0,0.25
0,1,0,1,0,0,0,0,"11",0.457019527790017,0.17338005564059,1.70379994792883,0.5,0
0,0,0,0,1,0,1,1,"23",0.0973148563741611,0.524749660247414,3.3277580645777,0,0.75
0,0,0,0,0,1,1,0,"23",0,0.532052541996145,3.19150656774952,0,0.5
1,0,0,0,0,1,0,0,"11",0.496626104671109,0.0410514431443711,1.69220969347694,0.25,0.25
1,0,1,0,0,0,1,0,"3",0.8848051155447,0.430144051536738,0.91436864588518,0.5,0.25
0,1,1,1,0,0,0,0,"11",0.529695578239753,0.0149827292829639,1.81808478844034,0.75,0
0,0,0,1,0,0,0,0,"11",0.529467454207264,0.0169157170214486,1.56829789640359,0.25,0
0,1,1,1,1,1,1,1,"15",0.622408402721389,0.960643413187222,2.94788147698858,0.75,1
1,1,1,0,0,0,0,0,"11",0.457400317216577,0.0880091971528201,1.81817618929617,0.75,0
0,0,0,0,1,1,1,1,"15",0.465690683333485,1,2.55821133541669,0,1
1,1,1,1,0,0,1,1,"3",1,0.525611851830352,1.31570148147879,1,0.5
0,0,0,0,0,1,0,0,"23",0.0240584040327186,0.492261425397638,3.06453997867879,0,0.25
1,1,1,1,1,1,1,1,"15",0.502867219030073,1,3.06285840237876,1,1
1,1,1,1,0,0,0,0,"11",0.451794774761829,0.0581223538298753,1.93873964107396,1,0
1,1,1,1,1,0,0,0,"3",0.986000619562655,0.562382074280989,1.19354783673046,1,0.25
0,0,1,0,1,1,0,0,"23",0.0460019006638249,0.538872698405898,3.32310932488372,0.25,0.5
1,1,1,1,1,1,1,1,"3",1,0.505277322706264,1.56315966533828,1,1
1,0,0,1,0,0,0,0,"11",0.522707502081356,0,1.69033843776017,0.5,0
1,1,0,0,1,1,1,1,"15",0.482290602932988,1,2.81028632536662,0.5,1
0,0,1,0,0,0,0,0,"23",0.0611112478405605,0.565028919010597,3.07826752085639,0.25,0
0,1,0,0,0,1,0,0,"23",0.0910819725691896,0.523107782287299,3.20177371935706,0.25,0.25
1,0,0,0,1,1,1,1,"15",0.372001948432033,1,2.671500243554,0.25,1
1,1,1,1,1,1,0,1,"3",1,0.415193858313061,1.42689923228913,1,0.75
0,0,0,0,0,0,1,0,"23",0.00583678146042483,0.43391303460066,3.05496872700764,0,0.25
0,0,0,0,1,1,1,1,"23",0.00119966511369649,0.517475940336449,3.43983445068127,0,1
1,1,1,0,1,1,1,1,"15",0.440614214587981,1,2.9300767768235,0.75,1
1,1,1,1,1,1,0,1,"3",1,0.544558038261483,1.44306975478269,1,0.75
0,0,0,0,0,0,0,1,"23",0.0267000130916805,0.552317951558448,3.07237724558127,0,0.25
1,0,1,0,0,0,0,0,"11",0.455916791278564,0.0999596287359683,1.69448455250182,0.5,0
0,0,0,0,0,0,1,0,"23",0,0.463957140712113,3.05799464258901,0,0.25
0,1,0,0,1,1,1,1,"15",0.390179484037151,1,2.67377243550464,0.25,1
0,0,0,0,1,1,0,1,"23",0.0100252421227224,0.452079331980218,3.30776307176287,0,0.75
1,1,1,1,1,1,1,1,"15",0.481023118799549,1,3.06012788984994,1,1
1,0,0,0,1,1,0,0,"23",0.0546018606138837,0.380810983382534,3.30442660549955,0.25,0.5
0,0,1,1,0,0,0,0,"11",0.534374793442384,0.0210099957397029,1.69442309864776,0.5,0
1,1,0,0,0,0,0,0,"11",0.502901734873421,0.0372936564864807,1.69252442391999,0.5,0
1,1,0,1,0,0,0,0,"11",0.557391024004265,0.0423130893606111,1.82496301417061,0.75,0
0,0,0,1,1,1,1,1,"15",0.42870612992486,1,2.67858826624061,0.25,1
1,1,1,1,1,0,1,0,"3",0.967735106070825,0.484663955776109,1.30654988273087,1,0.5
1,1,1,1,1,1,1,1,"3",1,0.526467902767359,1.56580848784592,1,1
1,0,1,1,0,1,1,1,"15",0.507917721726345,0.982345847377538,2.81128294613799,0.75,0.75
1,1,1,1,1,0,0,1,"3",1,0.518518749812476,1.31481484372656,1,0.5
0,0,0,0,1,1,0,1,"23",0.0434497066371946,0.616644589919539,3.33251178706959,0,0.75
1,1,1,1,0,1,0,1,"3",0.999192077504533,0.537703928185376,1.31711200071124,1,0.5
1,0,0,0,1,1,0,1,"15",0.450043896588744,0.92773405748271,2.54722224425893,0.25,0.75
1,1,1,1,0,1,0,0,"3",1,0.531600479742366,1.1914500599678,1,0.25
1,1,1,1,1,0,1,1,"3",1,0.401392892904203,1.42517411161303,1,0.75
1,0,0,1,0,0,0,0,"11",0.4704095306265,0.00603011880963602,1.68455495617952,0.5,0
1,1,1,1,0,1,0,1,"3",1,0.531091044362821,1.31638638054535,1,0.5
1,1,1,1,0,1,0,0,"3",1,0.520619689608823,1.1900774612011,1,0.25
1,1,1,1,1,0,0,0,"3",0.971612881892959,0.444350748740618,1.1769954538292,1,0.25
1,1,1,1,0,1,1,0,"3",0.99349749123813,0.437195980430005,1.30383668395852,1,0.5
1,1,1,1,1,1,1,1,"15",0.506849003982356,1,3.06335612549779,1,1
1,1,1,1,1,1,1,1,"15",0.439529477215366,1,3.05494118465192,1,1
1,0,1,0,1,1,1,1,"15",0.586953226555357,1,2.82336915331942,0.5,1
0,1,0,1,1,0,0,0,"3",0.900995837184059,0.447690430497598,0.918585783460207,0.5,0.25
0,0,0,0,0,0,0,0,"23",0,0.466396666305417,2.93329958328818,0,0
1,1,0,1,1,1,1,1,"15",0.47287408020311,1,2.93410926002539,0.75,1
0,1,1,1,0,0,0,0,"11",0.58652599182536,0,1.82331574897817,0.75,0
1,1,1,1,1,0,0,1,"3",0.942305764196312,0.389586992942672,1.29148659464237,1,0.5
1,1,1,1,0,0,1,0,"3",0.983367173237672,0.420263586782799,1.17545384500256,1,0.25
0,0,0,0,1,1,0,0,"23",0,0.536699180889828,3.19208739761123,0,0.5
1,1,1,1,1,1,0,1,"3",0.89335185448952,0.611948607574923,1.43816255775806,1,0.75
1,0,1,0,0,0,0,0,"11",0.606940670586534,0,1.70086758382332,0.5,0
1,1,1,1,0,0,1,0,"3",0.946612493147966,0.553530980497636,1.1875179342057,1,0.25
0,1,1,0,0,0,0,0,"11",0.489533080483314,0.00722320526647504,1.68709453571872,0.5,0
0,0,0,0,1,1,0,0,"23",0,0.517000761557646,3.18962509519471,0,0.5
0,0,0,1,1,1,1,1,"15",0.506121495876231,1,2.68826518698453,0.25,1
1,1,1,1,1,1,1,1,"15",0.544944000421621,1,3.0681180000527,1,1
1,1,0,0,1,1,1,1,"15",0.502838738850014,1,2.81285484235625,0.5,1
1,1,0,0,0,0,0,0,"11",0.447942153330031,0,1.68099276916625,0.5,0
1,1,1,1,1,0,0,1,"3",0.905161838470694,0.531471492749785,1.30457916640256,1,0.5
1,0,1,0,1,1,1,1,"15",0.486709152143489,1,2.81083864401794,0.5,1
0,0,0,0,0,0,0,0,"23",0,0.423954401779644,2.92799430022246,0,0
0,1,1,1,0,0,0,0,"11",0.476323356932093,0,1.80954041961651,0.75,0
0,0,0,0,1,0,1,0,"23",0.0257198313595012,0.543038773769159,3.19609482564108,0,0.5
0,0,0,0,0,1,1,0,"23",0,0.42661815958124,3.17832726994765,0,0.5
0,0,0,0,1,1,1,1,"15",0.534344899118038,1,2.56679311238975,0,1
1,1,0,0,0,0,0,0,"11",0.474431158608999,0,1.68430389482612,0.5,0
1,0,1,0,0,0,0,0,"11",0.51276947869425,0.002674044639693,1.68943044041674,0.5,0
1,1,1,1,0,1,0,0,"3",0.974828113664426,0.538545523656874,1.18917170466516,1,0.25
0,1,1,1,0,0,0,0,"11",0.560831867789769,0,1.82010398347372,0.75,0
1,1,1,1,1,0,1,1,"3",1,0.482034218735571,1.43525427734195,1,0.75
1,1,0,1,0,0,0,0,"11",0.490137127561102,0,1.81126714094514,0.75,0
1,1,1,1,1,1,1,1,"3",1,0.510051666404265,1.56375645830053,1,1
0,1,1,0,1,1,1,1,"15",0.432391137861319,1,2.80404889223266,0.5,1
0,0,0,0,0,1,0,0,"23",0,0.542537235423775,3.06781715442797,0,0.25
1,1,0,0,0,0,0,0,"11",0.531353731522586,0.0549457914592683,1.69828744037273,0.5,0
1,1,1,1,0,1,0,1,"3",0.983316182039211,0.558980031127786,1.31778702664587,1,0.5
0,0,0,0,0,1,0,0,"23",0.00783655388051003,0.396215716251322,3.05050653376648,0,0.25
1,0,0,1,0,0,0,0,"11",0.500491166486022,0,1.68756139581075,0.5,0
1,1,1,1,1,0,0,1,"3",1,0.503982243384545,1.31299778042307,1,0.5
0,1,0,1,0,0,0,0,"11",0.494753894720362,0,1.68684423684005,0.5,0
0,0,0,0,0,1,0,1,"23",0,0.513182193829033,3.18914777422863,0,0.5
0,0,0,0,1,0,0,1,"23",0.0215663641409819,0.557721767490536,3.19741101645394,0,0.5
1,1,1,1,0,0,1,0,"3",0.89279009984136,0.482306555714454,1.17188708194448,1,0.25
0,0,0,0,1,1,1,0,"23",0,0.41417447472352,3.30177180934044,0,0.75
0,0,0,0,1,1,1,1,"23",0.012565089411457,0.616460456051175,3.45362819318283,0,1
1,1,1,1,0,0,0,1,"3",1,0.477635059375762,1.18470438242197,1,0.25
0,1,1,0,0,0,0,0,"11",0.502169589683583,0.0239654537034481,1.69076688042338,0.5,0
0,1,1,0,0,0,0,0,"11",0.454670752208093,0,1.68183384402601,0.5,0
1,1,1,0,1,1,1,1,"15",0.545871678629229,1,2.94323395982865,0.75,1
0,1,0,0,1,1,1,1,"15",0.534790861491401,0.986009371782357,2.69010002915922,0.25,1
1,1,1,1,1,1,1,0,"3",0.955465292589292,0.505217125230963,1.43258530222753,1,0.75
1,0,0,1,0,0,1,0,"11",0.574866417675797,0.0685859098112501,1.83043154093588,0.5,0.25
1,1,1,1,1,1,1,1,"3",1,0.556352480000088,1.56954406000001,1,1
0,0,1,0,0,0,0,0,"11",0.493771080701901,0.00912816319325728,1.56286240548689,0.25,0
1,1,1,1,1,0,1,1,"3",0.960322714038166,0.477773313165957,1.42976200340052,1,0.75
1,1,1,1,0,0,0,0,"3",0.977960147603546,0.531556576593667,1.06368959052465,1,0
0,1,1,0,1,1,1,1,"15",0.473980303347209,0.971545491431898,2.80569072434739,0.5,1
1,0,0,0,0,0,0,0,"11",0.409391233175921,0.0155300819914423,1.55311516439592,0.25,0
1,1,1,0,0,0,0,0,"11",0.623527978141686,0,1.82794099726771,0.75,0
1,1,1,1,0,1,1,0,"3",1,0.53521092447827,1.31690136555978,1,0.5
0,0,0,0,0,0,0,0,"23",0.0241242698630047,0.539153204513336,2.94540968429704,0,0
0,1,1,0,0,0,0,1,"11",0.566118327986102,0.0736211113858156,1.82996742992149,0.5,0.25
1,1,1,1,0,0,0,0,"11",0.49698979796239,0,1.9371237247453,1,0
0,0,0,1,1,1,1,1,"15",0.486939048173711,0.998090798196728,2.68562873079631,0.25,1
1,0,1,0,1,1,1,1,"15",0.526593926907656,0.96504732347774,2.81145515629817,0.5,1
0,0,0,1,0,0,1,1,"11",0.52078113327134,0.152527074257704,1.83416352594113,0.25,0.5
0,0,0,0,1,0,0,1,"23",0.0123722612860158,0.515383482233387,3.19096946793993,0,0.5
0,0,0,1,1,1,1,1,"15",0.485445262973025,1,2.68568065787163,0.25,1
0,0,0,1,1,1,1,1,"15",0.567533292096219,0.860825955281674,2.67854490592224,0.25,1
1,0,0,0,1,1,1,1,"15",0.44569523913692,0.988823439435603,2.67931483482157,0.25,1
1,1,1,1,0,1,1,0,"3",1,0.521415434456928,1.31517692930712,1,0.5
1,1,1,1,1,1,1,1,"3",0.990757519606433,0.5337552229068,1.56556409281415,1,1
0,0,0,0,0,1,0,1,"23",0.0215197534603773,0.448445598624994,3.18374566901067,0,0.5
0,1,0,0,0,0,1,0,"11",0.511494497468042,0.0760066797246989,1.69843764714909,0.25,0.25
0,1,0,1,1,1,1,1,"15",0.439201373217119,0.953319134148812,2.79906506342074,0.5,1
0,0,0,0,1,0,0,0,"23",0.000302733559789041,0.542020778534956,3.06779043901184,0,0.25
1,1,1,1,0,1,0,1,"3",0.980743861015813,0.464575081607948,1.30566486782797,1,0.5
1,1,1,1,0,0,0,0,"3",0.991966668850707,0.460268743106274,1.05652942649462,1,0
