"B1","B2","F1","F2","L1","L2","R1","R2","true_class","true_FB","true_LR","ego.tend","FB.tend","LR.tend"
1,0,0,0,1,1,1,0,"18",0.206165500054706,0.52150962556182,2.84095939070207,0.25,0.75
0,0,1,1,0,0,0,0,"16",0.32346903945432,0.013255565016109,2.2920905755588,0.5,0
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
1,1,1,1,1,1,1,1,"10",0.797226440641404,0.960214441374473,2.46968011025198,1,1
0,0,0,0,1,1,1,1,"25",0.118915068823212,1,3.7648643836029,0,1
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,0,0,1,0,1,1,"18",0.281811711633022,0.495994855858371,2.72222582093642,0,0.75
0,0,0,0,1,1,0,1,"25",0.0995791812465543,0.951522733844023,3.63138773938632,0,0.75
1,1,1,1,0,1,0,0,"2",1,0.187976108173258,1.02349701352166,1,0.25
1,1,1,1,0,0,0,1,"2",0.995131347538243,0.279270096173488,1.03430018046397,1,0.25
0,1,0,0,1,0,1,0,"18",0.230027685638105,0.5921135387109,2.72776765304363,0.25,0.5
1,1,1,1,0,0,0,0,"2",0.969320329455721,0.285513894616364,0.906854278009011,1,0
1,1,1,1,0,0,0,0,"2",1,0.198050415938717,0.89975630199234,1,0
0,0,0,0,1,1,1,1,"25",0,0.997457121621014,3.74968214020263,0,1
0,1,0,1,1,1,1,1,"10",0.719218113095994,0.985939023755253,2.21314464210641,0.5,1
0,0,0,1,0,0,0,0,"16",0.31195968256168,0,2.16399496032021,0.25,0
0,0,0,0,1,0,0,1,"18",0.350938991134556,0.601332330574053,2.61903391521358,0,0.5
1,1,1,0,1,1,1,1,"10",0.702910238846279,0.94659406986916,2.33118803858943,0.75,1
1,1,0,0,0,0,0,0,"16",0.247810652190742,0,2.28097633152384,0.5,0
0,0,0,0,1,0,0,0,"18",0.151793447164155,0.482627824067235,2.45430265890392,0,0.25
0,0,1,1,1,1,1,1,"10",0.764622698451425,1,2.22057783730643,0.5,1
0,0,0,0,1,1,1,1,"25",0.00409499163048124,0.961486959730623,3.74569774392014,0,1
1,1,1,1,1,0,1,0,"2",1,0.253485790762817,1.15668572384535,1,0.5
1,1,1,1,1,1,1,1,"10",0.770060450348613,1,2.47125755629358,1,1
1,1,1,1,1,0,0,0,"2",1,0.252737133919776,1.03159214173997,1,0.25
0,0,0,0,0,0,1,0,"18",0.204158267030421,0.470311810929764,2.45930875974502,0,0.25
0,0,0,0,0,1,1,0,"18",0.265466073921528,0.508972503995829,2.59680482223967,0,0.5
1,1,1,0,1,1,1,1,"10",0.740751125732914,1,2.34259389071661,0.75,1
1,0,0,0,1,1,1,1,"10",0.721464866256874,0.995050245930877,2.08956438902347,0.25,1
1,0,1,1,1,1,1,1,"10",0.693289000637113,0.949077525483311,2.33029581576505,0.75,1
1,0,0,0,0,1,1,1,"18",0.292810323704429,0.498162715639205,2.84887162991795,0.25,0.75
1,0,1,0,1,0,0,0,"18",0.297057418451719,0.510457094468377,2.72593931411501,0.5,0.25
0,0,0,0,1,1,1,1,"25",0,0.983773550930131,3.74797169386627,0,1
0,1,1,0,1,1,1,1,"18",0.268475116698486,0.525183063101645,3.09920727247502,0.5,1
0,1,0,1,0,1,0,0,"18",0.287898951953625,0.467802109448005,2.7194626326752,0.5,0.25
0,0,0,0,1,1,1,0,"25",0.016367449338041,0.919139656531383,3.61693838823368,0,0.75
0,0,0,0,1,1,1,1,"25",0.00615206276653272,1,3.75076900784582,0,1
0,1,0,1,0,1,0,0,"18",0.293862236084341,0.405213867208953,2.71238451291166,0.5,0.25
0,0,0,0,1,1,1,1,"25",0,0.887445718148248,3.73593071476853,0,1
1,1,0,1,1,1,1,1,"10",0.666852428045051,1,2.33335655350563,0.75,1
0,0,0,0,1,1,0,1,"18",0.186292331002686,0.55317420337295,2.71743331679695,0,0.75
0,0,0,0,1,1,0,1,"18",0.276034398218272,0.442475920236714,2.71481378980687,0,0.75
0,0,0,0,1,0,0,0,"16",0.216106295301757,0.150556381716274,2.17083283462725,0,0.25
0,0,0,0,1,0,1,1,"25",0.0467018868494597,0.973735299846544,3.627554648337,0,0.75
1,1,1,1,1,1,1,1,"10",0.643461358598125,1,2.45543266982477,1,1
0,1,1,1,0,0,0,1,"18",0.218112303558522,0.444056409418734,2.83277108912216,0.75,0.25
0,0,0,0,1,1,1,1,"25",0,1,3.75,0,1
0,0,0,0,0,0,0,0,"16",0.198888435451575,0,2.02486105443145,0,0
1,0,0,0,0,0,1,1,"16",0.240981164383837,0.108273434874189,2.41865682490725,0.25,0.5
1,0,1,0,1,1,1,1,"10",0.723608540614251,1,2.21545106757678,0.5,1
0,0,0,1,0,1,1,0,"18",0.274441038730103,0.515099379710258,2.72369255230505,0.25,0.5
0,0,0,0,1,1,1,1,"25",0.0267102015204618,1,3.75333877519006,0,1
0,0,0,0,1,1,0,1,"25",0,0.936969702688277,3.61712121283603,0,0.75
1,0,1,0,0,0,1,0,"18",0.178319296912792,0.387286746631274,2.69570075544301,0.5,0.25
0,1,0,1,0,0,0,0,"16",0.273104384581303,0,2.28413804807266,0.5,0
1,0,1,1,1,0,1,1,"18",0.224130971621676,0.497961706430294,3.0902615847565,0.75,0.75
1,0,0,0,0,0,0,0,"16",0.22616307903107,0.00192050147838804,2.15351044756368,0.25,0
0,0,0,0,1,1,1,1,"25",0.0263901627481909,0.982449972589994,3.75110501691727,0,1
1,1,1,1,0,0,0,0,"2",1,0.187626220301545,0.898453277537693,1,0
1,1,1,1,0,0,0,0,"2",0.990258073913114,0.255211083919509,0.905683644729078,1,0
1,1,1,0,1,1,0,1,"18",0.282827202507342,0.538339005520756,3.10264577600351,0.75,0.75
0,0,0,0,0,0,0,0,"16",0.176579001634928,0.00284575434513008,2.02242809449751,0,0
0,0,0,0,0,1,0,1,"18",0.26393234761404,0.528268838553046,2.59902514827089,0,0.5
0,0,0,0,1,1,0,1,"25",0,0.978971930416724,3.62237149130209,0,0.75
1,1,1,1,0,1,0,1,"2",1,0.229586379384074,1.15369829742301,1,0.5
0,0,0,0,1,1,1,1,"25",0,0.999902784162563,3.74998784802032,0,1
0,0,0,0,1,1,1,1,"25",0.0441463712988493,1,3.75551829641236,0,1
1,0,0,0,1,0,0,1,"18",0.257913943315278,0.416896033497666,2.70935124710162,0.25,0.5
0,0,0,0,1,1,1,1,"25",0.0338153906412149,0.979876352320088,3.75171146787016,0,1
1,1,1,1,1,1,1,1,"10",0.742056770127587,0.988397219720643,2.46630674873103,1,1
0,1,0,1,0,0,1,1,"18",0.327706049285013,0.495125487073017,2.85285394204475,0.5,0.5
1,1,1,0,0,0,0,0,"16",0.269132267920661,0,2.40864153349008,0.75,0
0,0,0,0,1,1,1,1,"25",0.0571166222413568,0.934883026150806,3.74899995604902,0,1
1,1,0,1,0,0,0,0,"16",0.315668837879858,0,2.41445860473498,0.75,0
