scenario,obs_per_trial,n_subj,method,class_true,run,class_pred,RI,RIc,adj.RI,adj.RIc,NMI,NMIc,warnings
sc1,2,200,BMEM,4,2,6,0.946683417085427,0.99070351758794,0.939974226031666,0.975147655934198,0.779859317491523,0.964804141258355,"3 Warnings: There were 1 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
. Next warning: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,2,200,LCA,4,3,4,0.994874371859297,0.994874371859297,0.9862126552501,0.9862126552501,0.982027972757294,0.982027972757294,none
sc1,2,200,GLM,4,3,6,0.954020100502513,0.952010050251256,0.985902159818685,0.870992054503513,0.791080226088096,0.862994615811338,none
sc1,2,200,BMEM,4,3,6,0.961658291457286,0.980100502512563,1.0,0.946472661559213,0.825613122023199,0.948538781575204,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,2,200,LCA,4,4,4,0.994673366834171,0.994673366834171,0.985724602695066,0.985724602695066,0.98192338257259,0.98192338257259,none
sc1,2,200,GLM,4,4,5,0.960402010050251,0.956582914572864,0.946292431394546,0.883388854343919,0.83279157893662,0.866859684238467,none
sc1,2,200,BMEM,4,4,6,0.965226130653266,0.975175879396985,1.0,0.933380857960706,0.825713248869583,0.920569185456917,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,2,200,LCA,4,5,4,0.994673366834171,0.994673366834171,0.985837308284495,0.985837308284495,0.981651560433106,0.981651560433106,none
sc1,2,200,GLM,4,5,6,0.945879396984925,0.945125628140704,0.986880573901901,0.854058695848015,0.776687351484881,0.86341178971807,none
sc1,2,200,BMEM,4,5,6,0.950100502512563,0.984824120603015,1.0,0.959638943357235,0.79142009547722,0.951291027706967,none
sc1,2,400,LCA,4,1,4,0.989774436090226,0.989774436090226,0.973018052478739,0.973018052478739,0.961321099604307,0.961321099604307,none
sc1,2,400,GLM,4,1,6,0.915563909774436,0.930300751879699,0.856030314056765,0.815678881398605,0.701915180574013,0.810838189308564,"2 Warnings: Model failed to converge with max|grad| = 0.279251 (tol = 0.002, component 1). Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower). Next warning: Model is nearly unidentifiable: very large eigenvalue
 - Rescale variables?. Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower)"
sc1,2,400,BMEM,4,1,6,0.925288220551378,0.965187969924812,0.807536906134912,0.907821748766731,0.722273364447731,0.899322901297824,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,2,400,LCA,4,2,4,0.99749373433584,0.99749373433584,0.993316401634562,0.993316401634562,0.989785563141747,0.989785563141747,none
sc1,2,400,GLM,4,2,6,0.931704260651629,0.940100250626566,0.885990089938129,0.840597678220711,0.737949719427121,0.825652682171505,none
sc1,2,400,BMEM,4,2,5,0.938571428571429,0.992355889724311,0.837982256568511,0.979606162990899,0.771053954331387,0.971830594575748,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,2,400,LCA,4,3,4,0.982619047619048,0.980275689223058,0.953629919478496,0.947377267585571,0.940386261911491,0.93038164308394,none
sc1,2,400,GLM,4,3,5,0.918734335839599,0.922406015037594,0.812761486066018,0.793622413605874,0.719453682174626,0.785474857065929,none
sc1,2,400,BMEM,4,3,6,0.934949874686717,0.990513784461153,0.890593089651148,0.974660609568872,0.734797421070876,0.965746082499818,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,2,400,LCA,4,4,4,0.994974937343358,0.994974937343358,0.986567682110967,0.986567682110967,0.97960518478214,0.97960518478214,none
sc1,2,400,GLM,4,4,6,0.930325814536341,0.93140350877193,0.992492972871413,0.816547679880189,0.73071408111543,0.813586406394384,none
sc1,2,400,BMEM,4,4,6,0.94312030075188,1.0,1.0,1.0,0.760053510132212,1.0,none
sc1,2,400,LCA,4,5,4,0.986741854636591,0.986741854636591,0.965059202738763,0.965059202738763,0.954348426790792,0.954348426790792,none
sc1,2,400,GLM,4,5,6,0.930852130325815,0.930087719298246,0.892441487385847,0.814842329733042,0.754372772919977,0.809994636075112,none
sc1,2,400,BMEM,4,5,6,0.93952380952381,0.978070175438597,0.918329856903234,0.942025251913856,0.752693779067978,0.919536758071284,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,4,100,LCA,4,1,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,100,GLM,4,1,6,0.939393939393939,0.961212121212121,0.863250845300454,0.894816922345804,0.763610827576542,0.89656983359902,none
sc1,4,100,BMEM,4,1,6,0.916565656565657,0.952323232323232,0.833468212558815,0.87085676509573,0.70556381149647,0.886148759656868,none
sc1,4,100,LCA,4,2,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,100,GLM,4,2,6,0.92040404040404,0.952323232323232,0.889229240645932,0.870711436825128,0.730750768686347,0.881552163730011,none
sc1,4,100,BMEM,4,2,6,0.919191919191919,1.0,0.839329145398631,1.0,0.700129169836941,1.0,"2 Warnings: There were 26 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
"
sc1,4,100,LCA,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,100,GLM,4,3,6,0.907676767676768,0.883434343434343,0.827712930717673,0.689062160133722,0.699948838673449,0.748390794891855,none
sc1,4,100,BMEM,4,3,6,0.915151515151515,0.981414141414141,0.759866846801825,0.949627816594814,0.711874280445914,0.948512723029647,none
sc1,4,100,LCA,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,100,GLM,4,4,5,0.895151515151515,0.885050505050505,0.846515782764586,0.699226578052655,0.674135574528733,0.725939416899954,none
sc1,4,100,BMEM,4,4,6,0.913131313131313,0.98020202020202,0.810587607693028,0.94839377074196,0.676229261971938,0.937081774417635,none
sc1,4,100,LCA,4,5,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,100,GLM,4,5,6,0.952323232323232,0.961212121212121,0.861854085620565,0.894816922345804,0.803001917097242,0.89656983359902,"1 Warnings: Model failed to converge with max|grad| = 0.0616388 (tol = 0.002, component 1). Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower)"
sc1,4,100,BMEM,4,5,6,0.902626262626263,0.960808080808081,0.687564983596611,0.893721265286906,0.661442819652159,0.886566946605775,none
sc1,4,200,LCA,4,1,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,200,GLM,4,1,5,0.88572864321608,0.884623115577889,0.729381631381886,0.692452011861165,0.659025670283147,0.725086341716069,"2 Warnings: Model failed to converge with max|grad| = 0.232025 (tol = 0.002, component 1). Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower). Next warning: Model is nearly unidentifiable: very large eigenvalue
 - Rescale variables?. Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower)"
sc1,4,200,BMEM,4,1,6,0.931256281407035,0.995075376884422,0.841268695113645,0.986853573412708,0.741142564827604,0.981827138174731,"3 Warnings: There were 1 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
. Next warning: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,4,200,LCA,4,2,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,200,GLM,4,2,6,0.9278391959799,0.917286432160804,0.952310051675113,0.779461345543393,0.750943065203049,0.82171091125014,none
sc1,4,200,BMEM,4,2,6,0.913618090452261,0.986130653266332,0.96738564471812,0.962935487273431,0.696395451583693,0.952075308390911,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,4,200,LCA,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,200,GLM,4,3,6,0.948040201005025,0.947939698492462,1.0,0.860174325376252,0.79214097387542,0.872286652592989,none
sc1,4,200,BMEM,4,3,6,0.908040201005025,0.994974874371859,1.0,0.986481145226073,0.679167105248619,0.982030647576257,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,4,200,LCA,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,200,GLM,4,4,6,0.902110552763819,0.919698492462312,0.899131922695462,0.785083298688934,0.68138779729124,0.783268572599942,none
sc1,4,200,BMEM,4,4,6,0.916331658291457,0.995226130653266,1.0,0.987196455767652,0.699982098826725,0.982070797963415,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,4,200,LCA,4,5,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,200,GLM,4,5,6,0.916130653266332,0.873718592964824,0.862244674349792,0.664750571293016,0.724190369672438,0.708553639888416,none
sc1,4,200,BMEM,4,5,6,0.904623115577889,0.977386934673367,0.844370831219566,0.939650409073182,0.670381464640813,0.927691851582099,none
sc1,4,400,LCA,4,1,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,400,GLM,4,1,5,0.886466165413534,0.857794486215539,0.750107636282838,0.62644138801635,0.663375300702827,0.684235377453261,none
sc1,4,400,BMEM,4,1,5,0.919248120300752,0.995012531328321,0.784765600885556,0.98683583634111,0.735225109578197,0.979157482754652,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,4,400,LCA,4,2,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,400,GLM,4,2,5,0.892380952380952,0.887994987468672,0.712743111717079,0.702740815481661,0.679951714690032,0.719978845484522,none
sc1,4,400,BMEM,4,2,5,0.923759398496241,0.995238095238095,0.777727389799792,0.987293517938019,0.744479060755649,0.982139484876914,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,4,400,LCA,4,3,4,0.997606516290727,0.997606516290727,0.993607217454765,0.993607217454765,0.98990126767782,0.98990126767782,none
sc1,4,400,GLM,4,3,5,0.897092731829574,0.901478696741855,0.748164723238011,0.737532066567936,0.682328979558256,0.757745645729273,none
sc1,4,400,BMEM,4,3,6,0.925087719298246,0.997606516290727,0.819940202255059,0.993607217454765,0.726804800010449,0.98990126767782,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,4,400,LCA,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,400,GLM,4,4,6,0.943759398496241,0.959047619047619,0.965409066300014,0.89106102177099,0.777525041661931,0.892239048184386,none
sc1,4,400,BMEM,4,4,6,0.930902255639098,1.0,0.831080851875462,1.0,0.739634302031593,1.0,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,4,400,LCA,4,5,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,4,400,GLM,4,5,6,0.934661654135338,0.943458646616541,0.8519420714002,0.850975225888706,0.765980492773037,0.864096702872893,none
sc1,4,400,BMEM,4,5,5,0.933709273182957,1.0,0.820116553279507,1.0,0.76459037770292,1.0,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,100,LCA,4,1,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,100,GLM,4,1,6,0.887070707070707,0.971515151515152,0.788453660898108,0.923588614544822,0.680994665003529,0.928635474205828,"2 Warnings: Model failed to converge with max|grad| = 0.236277 (tol = 0.002, component 1). Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower). Next warning: Model is nearly unidentifiable: very large eigenvalue
 - Rescale variables?. Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower)"
sc1,8,100,BMEM,4,1,6,0.889292929292929,1.0,0.669840502658289,1.0,0.682935385487522,1.0,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,8,100,LCA,4,2,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,100,GLM,4,2,6,0.942424242424242,0.970909090909091,0.926782913936171,0.92106775571312,0.810325788261415,0.918490024010192,none
sc1,8,100,BMEM,4,2,5,0.889090909090909,1.0,0.681970697660596,1.0,0.689867083140586,1.0,"4 Warnings: There were 2 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
. Next warning: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,100,LCA,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,100,GLM,4,3,6,0.916969696969697,0.901616161616162,0.659306482210378,0.733580671792474,0.723445583038734,0.772257848245367,none
sc1,8,100,BMEM,4,3,6,0.913535353535354,0.990505050505051,0.826562974093713,0.974201099023201,0.722974288194066,0.969687567061217,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,8,100,LCA,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,100,GLM,4,4,6,0.897171717171717,0.884242424242424,0.750562333585026,0.69463070701494,0.699027505676127,0.727157299058826,none
sc1,8,100,BMEM,4,4,6,0.907878787878788,1.0,0.904261306211127,1.0,0.711751637951771,1.0,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
sc1,8,100,LCA,4,5,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,100,GLM,4,5,6,0.939393939393939,0.934545454545455,0.841896650530789,0.822602663813797,0.79044904432392,0.849394370554144,none
sc1,8,100,BMEM,4,5,6,0.934343434343434,0.970909090909091,0.802823150947059,0.921244687496754,0.768262100180675,0.931084918509999,none
sc1,8,200,LCA,4,1,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,200,GLM,4,1,6,0.941708542713568,0.980502512562814,0.871703585732812,0.947929918898616,0.80992575308117,0.940274763659967,none
sc1,8,200,BMEM,4,1,5,0.931608040201005,1.0,0.769606253557914,1.0,0.789860085196649,1.0,"3 Warnings: The largest R-hat is 1.07, indicating chains have not mixed.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#r-hat. Next warning: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,200,LCA,4,2,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,200,GLM,4,2,6,0.951356783919598,0.979698492462312,0.886334226164573,0.945964717910032,0.832829136783793,0.946061620120699,none
sc1,8,200,BMEM,4,2,6,0.897688442211055,1.0,0.861059482058348,1.0,0.692442085218197,1.0,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,200,LCA,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,200,GLM,4,3,5,0.941206030150754,0.922713567839196,0.837607787518586,0.794136946074712,0.800036303340223,0.793853019964001,none
sc1,8,200,BMEM,4,3,6,0.899597989949749,1.0,0.846665149083566,1.0,0.669773051173225,1.0,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,200,LCA,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,200,GLM,4,4,6,0.930753768844221,0.966884422110553,0.970686213119399,0.911159705612309,0.753768517295317,0.909831404300811,none
sc1,8,200,BMEM,4,4,5,0.885979899497487,1.0,1.0,1.0,0.685582333997343,1.0,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,200,LCA,4,5,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,200,GLM,4,5,5,0.907185929648241,0.915577889447236,0.785848978647737,0.775295383533988,0.731689837002581,0.782972624937345,none
sc1,8,200,BMEM,4,5,5,0.888894472361809,0.995577889447236,0.705280080498841,0.988228189369821,0.68771467909665,0.982210288670919,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,400,LCA,4,1,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,400,GLM,4,1,5,0.893233082706767,0.854749373433584,0.740720222893504,0.618904649946037,0.698642016060163,0.681543214681721,none
sc1,8,400,BMEM,4,1,5,0.877443609022556,1.0,0.652786719250068,1.0,0.672382586330021,1.0,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,400,LCA,4,2,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,400,GLM,4,2,6,0.904724310776942,0.985187969924812,0.87345264544075,0.960565840694845,0.706140252627774,0.950180462946092,none
sc1,8,400,BMEM,4,2,5,0.885413533834586,0.997518796992481,0.685088422363965,0.993379918339003,0.682975353751317,0.989688756776595,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,400,LCA,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,400,GLM,4,3,6,0.958546365914787,0.987556390977444,0.903881549030915,0.966800985395038,0.840460118963213,0.957178531287011,none
sc1,8,400,BMEM,4,3,5,0.888408521303258,1.0,0.679258466159353,1.0,0.687144935948945,1.0,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,400,LCA,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,400,GLM,4,4,6,0.905877192982456,0.980250626566416,0.919663327087898,0.947166892009168,0.708968934233418,0.939201962821363,none
sc1,8,400,BMEM,4,4,5,0.880789473684211,1.0,1.0,1.0,0.678060309514476,1.0,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc1,8,400,LCA,4,5,4,1.0,1.0,1.0,1.0,1.0,1.0,none
sc1,8,400,GLM,4,5,6,0.936453634085213,0.936641604010025,0.856557699616138,0.83198361686352,0.775965021431296,0.849687404953273,none
sc1,8,400,BMEM,4,5,5,0.873847117794486,1.0,0.644577164843763,1.0,0.666612030971717,1.0,"2 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess. Next warning: Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess"
sc2,2,100,LCA,4,1,4,0.954343434343434,0.954343434343434,0.876466811677646,0.876466811677646,0.869330162241644,0.869330162241644,none
sc2,2,100,GLM,4,1,6,0.900606060606061,0.962828282828283,0.787554225960215,0.899368211801408,0.685392993960821,0.888782249985671,none
sc2,2,100,BMEM,4,1,6,0.892727272727273,0.98020202020202,0.724606682633854,0.946372724488905,0.683954840780934,0.937937856143797,none
sc2,2,100,LCA,4,2,4,0.944242424242424,0.944242424242424,0.848628180420318,0.848628180420318,0.848605873989513,0.848605873989513,none
sc2,2,100,GLM,4,2,6,0.881212121212121,0.934141414141414,0.817533066288573,0.821606753052761,0.63254867258813,0.808055901505895,none
